Date,Open,High,Low,Close,Adj Close,Volume
"Feb 01, 2016",1936.94,1962.96,1810.1,1932.23,1932.23,93049560000
"Jan 01, 2016",2038.2,2038.2,1812.29,1940.24,1940.24,92409770000
"Dec 01, 2015",2082.93,2104.27,1993.26,2043.94,2043.94,83649260000
"Nov 01, 2015",2080.76,2116.48,2019.39,2080.41,2080.41,75943590000
"Oct 01, 2015",1919.65,2094.32,1893.7,2079.36,2079.36,85844900000
"Sep 01, 2015",1970.09,2020.86,1871.91,1920.03,1920.03,79989370000
"Aug 01, 2015",2104.49,2112.66,1867.01,1972.18,1972.18,84626790000
"Jul 01, 2015",2067.0,2132.82,2044.02,2103.84,2103.84,77920590000
"Jun 01, 2015",2108.64,2129.87,2056.32,2063.11,2063.11,73213980000
"May 01, 2015",2087.38,2134.72,2067.93,2107.39,2107.39,65187730000
"Apr 01, 2015",2067.63,2125.92,2048.38,2085.51,2085.51,72060940000
"Mar 01, 2015",2105.23,2117.52,2039.69,2067.89,2067.89,76675850000
"Feb 01, 2015",1996.67,2119.59,1980.9,2104.5,2104.5,68775560000
"Jan 01, 2015",2058.9,2072.36,1988.12,1994.99,1994.99,77330040000
"Dec 01, 2014",2065.78,2093.55,1972.56,2058.9,2058.9,80743820000
"Nov 01, 2014",2018.21,2075.76,2001.01,2067.56,2067.56,63600190000
"Oct 01, 2014",1971.44,2018.19,1820.66,2018.05,2018.05,93714040000
"Sep 01, 2014",2004.07,2019.26,1964.04,1972.29,1972.29,66706000000
"Aug 01, 2014",1929.8,2005.04,1904.78,2003.37,2003.37,58131140000
"Jul 01, 2014",1962.29,1991.39,1930.67,1930.67,1930.67,66524690000
"Jun 01, 2014",1923.87,1968.17,1915.98,1960.23,1960.23,63283380000
"May 01, 2014",1884.39,1924.03,1859.79,1923.57,1923.57,63623630000
"Apr 01, 2014",1873.96,1897.28,1814.36,1883.95,1883.95,71595810000
"Mar 01, 2014",1857.68,1883.97,1834.44,1872.34,1872.34,71885030000
"Feb 01, 2014",1782.68,1867.92,1737.92,1859.45,1859.45,69725590000
"Jan 01, 2014",1845.86,1850.84,1770.45,1782.59,1782.59,75871910000
"Dec 01, 2013",1806.55,1849.44,1767.99,1848.36,1848.36,64958820000
"Nov 01, 2013",1758.7,1813.55,1746.2,1805.81,1805.81,63628190000
"Oct 01, 2013",1682.41,1775.22,1646.47,1756.54,1756.54,76647400000
"Sep 01, 2013",1635.95,1729.86,1633.41,1681.55,1681.55,66174410000
"Aug 01, 2013",1689.42,1709.67,1627.47,1632.97,1632.97,64802810000
"Jul 01, 2013",1609.78,1698.78,1604.57,1685.73,1685.73,68106820000
"Jun 01, 2013",1631.71,1654.19,1560.33,1606.28,1606.28,74946790000
"May 01, 2013",1597.55,1687.18,1581.28,1630.74,1630.74,76447250000
"Apr 01, 2013",1569.18,1597.57,1536.03,1597.57,1597.57,77098000000
"Mar 01, 2013",1514.68,1570.28,1501.48,1569.19,1569.19,68527110000
"Feb 01, 2013",1498.11,1530.94,1485.01,1514.68,1514.68,69273480000
"Jan 01, 2013",1426.19,1509.94,1426.19,1498.11,1498.11,75848510000
"Dec 01, 2012",1416.34,1448.0,1398.11,1426.19,1426.19,66388180000
"Nov 01, 2012",1412.2,1434.27,1343.35,1416.18,1416.18,71489310000
"Oct 01, 2012",1440.9,1470.96,1403.28,1412.16,1412.16,71752320000
"Sep 01, 2012",1406.54,1474.51,1396.56,1440.67,1440.67,69784280000
"Aug 01, 2012",1379.32,1426.68,1354.65,1406.58,1406.58,70283810000
"Jul 01, 2012",1362.33,1391.74,1325.41,1379.32,1379.32,73103810000
"Jun 01, 2012",1309.87,1363.46,1266.74,1362.16,1362.16,81582440000
"May 01, 2012",1397.86,1415.32,1291.98,1310.33,1310.33,86920490000
"Apr 01, 2012",1408.47,1422.38,1357.38,1397.91,1397.91,74761710000
"Mar 01, 2012",1365.9,1419.15,1340.03,1408.47,1408.47,83899660000
"Feb 01, 2012",1312.45,1378.04,1312.45,1365.68,1365.68,78385710000
"Jan 01, 2012",1258.86,1333.47,1258.86,1312.41,1312.41,79567560000
"Dec 01, 2011",1246.91,1269.37,1202.37,1257.6,1257.6,74742430000
"Nov 01, 2011",1251.0,1277.55,1158.66,1246.96,1246.96,84275050000
"Oct 01, 2011",1131.21,1292.66,1074.77,1253.3,1253.3,98063670000
"Sep 01, 2011",1219.12,1229.29,1114.22,1131.42,1131.42,102786820000
"Aug 01, 2011",1292.59,1307.38,1101.54,1218.89,1218.89,108419170000
"Jul 01, 2011",1320.64,1356.48,1282.86,1292.28,1292.28,81102170000
"Jun 01, 2011",1345.2,1345.2,1258.07,1320.64,1320.64,86122730000
"May 01, 2011",1365.21,1370.58,1311.8,1345.2,1345.2,81708980000
"Apr 01, 2011",1329.48,1364.56,1294.7,1363.61,1363.61,77364810000
"Mar 01, 2011",1328.64,1332.28,1249.05,1325.83,1325.83,89507640000
"Feb 01, 2011",1289.14,1344.07,1289.14,1327.22,1327.22,59223660000
"Jan 01, 2011",1257.62,1302.67,1257.62,1286.12,1286.12,92164940000
"Dec 01, 2010",1186.6,1262.6,1186.6,1257.64,1257.64,80984530000
"Nov 01, 2010",1185.71,1227.08,1173.0,1180.55,1180.55,87151070000
"Oct 01, 2010",1143.49,1196.14,1131.87,1183.26,1183.26,89536270000
"Sep 01, 2010",1049.72,1157.16,1049.72,1141.2,1141.2,79589450000
"Aug 01, 2010",1107.53,1129.24,1039.7,1049.33,1049.33,85738250000
"Jul 01, 2010",1031.1,1120.95,1010.91,1101.6,1101.6,94778110000
"Jun 01, 2010",1087.3,1131.23,1028.33,1030.71,1030.71,110106750000
"May 01, 2010",1188.58,1205.13,1040.78,1089.41,1089.41,127662780000
"Apr 01, 2010",1171.23,1219.8,1170.69,1186.69,1186.69,116741910000
"Mar 01, 2010",1105.36,1180.69,1105.36,1169.43,1169.43,103683550000
"Feb 01, 2010",1073.89,1112.42,1044.5,1104.49,1104.49,84561340000
"Jan 01, 2010",1116.56,1150.45,1071.59,1073.87,1073.87,90947580000
"Dec 01, 2009",1098.89,1130.38,1085.89,1115.1,1115.1,89515330000
"Nov 01, 2009",1036.18,1113.69,1029.38,1095.63,1095.63,84981530000
"Oct 01, 2009",1054.91,1101.36,1019.95,1036.19,1036.19,113410990000
"Sep 01, 2009",1019.52,1080.15,991.97,1057.08,1057.08,112295490000
"Aug 01, 2009",990.22,1039.47,978.51,1020.62,1020.62,116059270000
"Jul 01, 2009",920.82,996.68,869.32,987.48,987.48,106635790000
"Jun 01, 2009",923.26,956.23,888.86,919.32,919.32,112653150000
"May 01, 2009",872.74,930.17,866.1,919.14,919.14,131614940000
"Apr 01, 2009",793.59,888.7,783.32,872.81,872.81,138855320000
"Mar 01, 2009",729.57,832.98,666.79,797.87,797.87,161843640000
"Feb 01, 2009",823.09,875.01,734.52,735.09,735.09,124492210000
"Jan 01, 2009",902.99,943.85,804.3,825.88,825.88,112090640000
"Dec 01, 2008",888.61,918.85,815.69,903.25,903.25,112884470000
"Nov 01, 2008",968.67,1007.51,741.02,896.24,896.24,115660210000
"Oct 01, 2008",1164.17,1167.03,839.8,968.75,968.75,159823030000
"Sep 01, 2008",1287.83,1303.04,1106.42,1166.36,1166.36,140007320000
"Aug 01, 2008",1269.42,1313.15,1247.45,1282.83,1282.83,86266010000
"Jul 01, 2008",1276.69,1292.17,1200.44,1267.38,1267.38,124980570000
"Jun 01, 2008",1399.62,1404.05,1272.0,1280.0,1280.0,96614040000
"May 01, 2008",1385.97,1440.24,1373.07,1400.38,1400.38,80990480000
"Apr 01, 2008",1326.41,1404.57,1324.35,1385.59,1385.59,85978630000
"Mar 01, 2008",1330.45,1359.68,1256.98,1322.7,1322.7,93189170000
"Feb 01, 2008",1378.6,1396.02,1316.75,1330.63,1330.63,78536130000
"Jan 01, 2008",1467.97,1471.77,1270.05,1378.55,1378.55,98475340000
"Dec 01, 2007",1479.63,1523.57,1435.65,1468.36,1468.36,64821670000
"Nov 01, 2007",1545.79,1545.79,1406.1,1481.14,1481.14,86246950000
"Oct 01, 2007",1527.29,1576.09,1489.56,1549.38,1549.38,76022580000
"Sep 01, 2007",1473.96,1538.74,1439.29,1526.75,1526.75,57809700000
"Aug 01, 2007",1455.18,1503.89,1370.6,1473.99,1473.99,91381760000
"Jul 01, 2007",1504.66,1555.9,1454.25,1455.27,1455.27,70337430000
"Jun 01, 2007",1530.62,1540.56,1484.18,1503.35,1503.35,65322800000
"May 01, 2007",1482.37,1535.56,1476.7,1530.62,1530.62,64958050000
"Apr 01, 2007",1420.83,1498.02,1416.37,1482.37,1482.37,57032470000
"Mar 01, 2007",1406.8,1438.89,1363.98,1420.86,1420.86,67622250000
"Feb 01, 2007",1437.9,1461.57,1389.42,1406.82,1406.82,51844990000
"Jan 01, 2007",1418.03,1441.61,1403.97,1438.24,1438.24,56686200000
"Dec 01, 2006",1400.63,1431.81,1385.93,1418.3,1418.3,47578780000
"Nov 01, 2006",1377.76,1407.89,1360.98,1400.63,1400.63,55343930000
"Oct 01, 2006",1335.82,1389.45,1327.1,1377.94,1377.94,56793620000
"Sep 01, 2006",1303.8,1340.28,1290.93,1335.85,1335.85,49001440000
"Aug 01, 2006",1278.53,1306.74,1261.3,1303.82,1303.82,50485620000
"Jul 01, 2006",1270.06,1280.42,1224.54,1276.66,1276.66,46348220000
"Jun 01, 2006",1270.05,1290.68,1219.29,1270.2,1270.2,54873260000
"May 01, 2006",1310.61,1326.7,1245.34,1270.09,1270.09,54312830000
"Apr 01, 2006",1302.88,1318.16,1280.74,1310.61,1310.61,43308430000
"Mar 01, 2006",1280.66,1310.88,1268.42,1294.87,1294.87,50905040000
"Feb 01, 2006",1280.08,1297.57,1253.61,1280.66,1280.66,42859940000
"Jan 01, 2006",1248.29,1294.9,1245.74,1280.08,1280.08,49211650000
"Dec 01, 2005",1249.48,1275.8,1246.59,1248.29,1248.29,41756130000
"Nov 01, 2005",1207.01,1270.64,1201.07,1249.48,1249.48,45102870000
"Oct 01, 2005",1228.81,1233.34,1168.2,1207.01,1207.01,49793790000
"Sep 01, 2005",1220.33,1243.13,1205.35,1228.81,1228.81,44777510000
"Aug 01, 2005",1234.18,1245.86,1201.07,1220.33,1220.33,42030090000
"Jul 01, 2005",1191.33,1245.15,1183.55,1234.18,1234.18,37464670000
"Jun 01, 2005",1191.5,1219.59,1188.3,1191.33,1191.33,40334040000
"May 01, 2005",1156.85,1199.56,1146.18,1191.5,1191.5,39321990000
"Apr 01, 2005",1180.59,1191.88,1136.15,1156.85,1156.85,43424270000
"Mar 01, 2005",1203.6,1229.11,1163.69,1180.59,1180.59,39014150000
"Feb 01, 2005",1181.27,1212.44,1180.95,1203.6,1203.6,29297410000
"Jan 01, 2005",1211.92,1217.8,1163.75,1181.27,1181.27,31498800000
"Dec 01, 2004",1173.78,1217.33,1173.78,1211.92,1211.92,31102500000
"Nov 01, 2004",1130.2,1188.46,1127.6,1173.82,1173.82,30460280000
"Oct 01, 2004",1114.58,1142.05,1090.29,1130.2,1130.2,31511000000
"Sep 01, 2004",1104.24,1131.54,1099.18,1114.58,1114.58,26829870000
"Aug 01, 2004",1101.72,1109.68,1060.72,1104.24,1104.24,26586800000
"Jul 01, 2004",1140.84,1140.84,1078.78,1101.72,1101.72,29285600000
"Jun 01, 2004",1120.68,1146.34,1113.32,1140.84,1140.84,27529500000
"May 01, 2004",1107.3,1127.74,1076.32,1120.68,1120.68,29326400000
"Apr 01, 2004",1126.21,1150.57,1107.23,1107.3,1107.3,31611900000
"Mar 01, 2004",1144.94,1163.23,1087.16,1126.21,1126.21,33597900000
"Feb 01, 2004",1131.13,1158.98,1124.44,1144.94,1144.94,27985600000
"Jan 01, 2004",1111.92,1155.38,1105.08,1131.13,1131.13,32820000000
"Dec 01, 2003",1058.2,1112.56,1053.41,1111.92,1111.92,27839130000
"Nov 01, 2003",1050.71,1063.65,1031.2,1058.2,1058.2,24463220000
"Oct 01, 2003",995.97,1053.79,995.97,1050.71,1050.71,32298500000
"Sep 01, 2003",1008.01,1040.29,990.36,995.97,995.97,29940110000
"Aug 01, 2003",990.31,1011.01,960.84,1008.01,1008.01,24881470000
"Jul 01, 2003",974.5,1015.41,962.1,990.31,990.31,31553200000
"Jun 01, 2003",963.59,1015.33,963.59,974.5,974.5,31219400000
"May 01, 2003",916.92,965.38,902.83,963.59,963.59,30952100000
"Apr 01, 2003",848.18,924.24,847.85,916.92,916.92,29669610000
"Mar 01, 2003",841.15,895.9,788.9,848.18,848.18,30080030000
"Feb 01, 2003",855.7,864.64,806.29,841.15,841.15,25235300000
"Jan 01, 2003",879.82,935.05,840.34,855.7,855.7,30749580000
"Dec 01, 2002",936.31,954.28,869.45,879.82,879.82,25993640000
"Nov 01, 2002",885.76,941.82,872.05,936.31,936.31,29200960000
"Oct 01, 2002",815.28,907.44,768.63,885.76,885.76,37856310000
"Sep 01, 2002",916.07,924.02,800.2,815.28,815.28,27723710000
"Aug 01, 2002",911.62,965.0,833.44,916.07,916.07,29298400000
"Jul 01, 2002",989.82,994.46,775.68,911.62,911.62,42228720000
"Jun 01, 2002",1067.14,1070.74,952.92,989.82,989.82,29981510000
"May 01, 2002",1076.92,1106.59,1048.96,1067.14,1067.14,26905500000
"Apr 01, 2002",1147.39,1147.84,1063.46,1076.92,1076.92,28568900000
"Mar 01, 2002",1106.73,1173.94,1106.73,1147.39,1147.39,26563200000
"Feb 01, 2002",1130.2,1130.2,1074.36,1106.73,1106.73,26047600000
"Jan 01, 2002",1148.08,1176.97,1081.66,1130.2,1130.2,29746200000
"Dec 01, 2001",1139.45,1173.62,1114.53,1148.08,1148.08,25128570000
"Nov 01, 2001",1059.78,1163.38,1054.31,1139.45,1139.45,26330000000
"Oct 01, 2001",1040.94,1110.61,1026.76,1059.78,1059.78,29951280000
"Sep 01, 2001",1133.58,1155.4,944.75,1040.94,1040.94,25025290000
"Aug 01, 2001",1211.23,1226.27,1124.87,1133.58,1133.58,23359200000
"Jul 01, 2001",1224.42,1239.78,1165.54,1211.23,1211.23,23793710000
"Jun 01, 2001",1255.82,1286.62,1203.03,1224.38,1224.38,24748030000
"May 01, 2001",1249.46,1315.93,1232.0,1255.82,1255.82,24525900000
"Apr 01, 2001",1160.33,1269.3,1091.99,1249.46,1249.46,25409990000
"Mar 01, 2001",1239.94,1267.42,1081.19,1160.33,1160.33,27806610000
"Feb 01, 2001",1366.01,1376.38,1215.44,1239.94,1239.94,21644400000
"Jan 01, 2001",1320.28,1383.37,1274.62,1366.01,1366.01,27829800000
"Dec 01, 2000",1314.95,1389.05,1254.07,1320.28,1320.28,23610800000
"Nov 01, 2000",1429.4,1438.46,1294.9,1314.95,1314.95,20532300000
"Oct 01, 2000",1436.52,1454.82,1305.79,1429.4,1429.4,25951400000
"Sep 01, 2000",1517.68,1530.09,1419.44,1436.51,1436.51,20838300000
"Aug 01, 2000",1430.83,1525.21,1425.43,1517.68,1517.68,20363700000
"Jul 01, 2000",1454.6,1517.32,1413.89,1430.83,1430.83,19089100000
"Jun 01, 2000",1420.6,1488.93,1420.6,1454.6,1454.6,21738300000
"May 01, 2000",1452.43,1481.51,1361.09,1420.6,1420.6,19898300000
"Apr 01, 2000",1498.58,1527.19,1339.4,1452.43,1452.43,20106460000
"Mar 01, 2000",1366.42,1552.87,1346.62,1498.58,1498.58,26156200000
"Feb 01, 2000",1394.46,1444.55,1325.07,1366.42,1366.42,20912000000
"Jan 01, 2000",1469.25,1478.0,1350.14,1394.46,1394.46,21494400000
"Dec 01, 1999",1388.91,1473.1,1387.38,1469.25,1469.25,19640690000
"Nov 01, 1999",1362.93,1425.31,1346.41,1388.91,1388.91,18384820000
"Oct 01, 1999",1282.71,1373.17,1233.7,1362.93,1362.93,18832000000
"Sep 01, 1999",1320.41,1361.39,1256.26,1282.71,1282.71,16438700000
"Aug 01, 1999",1328.72,1382.84,1267.73,1320.41,1320.41,15818550000
"Jul 01, 1999",1372.71,1420.33,1328.49,1328.72,1328.72,15332930000
"Jun 01, 1999",1301.84,1372.93,1277.47,1372.71,1372.71,16079170000
"May 01, 1999",1335.18,1375.98,1277.31,1301.84,1301.84,15880260000
"Apr 01, 1999",1286.37,1371.56,1282.56,1335.18,1335.18,18523200000
"Mar 01, 1999",1238.33,1323.82,1216.03,1286.37,1286.37,18002500000
"Feb 01, 1999",1279.64,1283.84,1211.89,1238.33,1238.33,14555860000
"Jan 01, 1999",1229.23,1280.37,1205.46,1279.64,1279.64,16213500000
"Dec 01, 1998",1163.63,1244.93,1136.89,1229.23,1229.23,15181450000
"Nov 01, 1998",1098.67,1192.97,1098.67,1163.63,1163.63,13451280000
"Oct 01, 1998",1017.01,1103.78,923.32,1098.67,1098.67,18001650000
"Sep 01, 1998",957.28,1066.11,939.98,1017.01,1017.01,16714080000
"Aug 01, 1998",1120.67,1121.79,957.28,957.28,957.28,15071550000
"Jul 01, 1998",1133.84,1190.58,1114.3,1120.67,1120.67,14194800000
"Jun 01, 1998",1090.82,1145.15,1074.67,1133.84,1133.84,13551970000
"May 01, 1998",1111.75,1130.52,1074.39,1090.82,1090.82,11477140000
"Apr 01, 1998",1101.75,1132.98,1076.7,1111.75,1111.75,13656060000
"Mar 01, 1998",1049.34,1113.07,1030.87,1101.75,1101.75,13719590000
"Feb 01, 1998",980.28,1051.66,980.28,1049.34,1049.34,11656550000
"Jan 01, 1998",970.43,992.65,912.83,980.28,980.28,12733830000
"Dec 01, 1997",955.4,986.25,924.92,970.43,970.43,11958880000
"Nov 01, 1997",914.62,964.55,900.61,955.4,955.4,10173620000
"Oct 01, 1997",947.28,983.12,855.27,914.62,914.62,14017260000
"Sep 01, 1997",899.47,960.59,899.47,947.28,947.28,11383000000
"Aug 01, 1997",954.29,964.17,893.34,899.47,899.47,10606100000
"Jul 01, 1997",885.14,957.73,884.54,954.31,954.31,11958120000
"Jun 01, 1997",848.28,902.09,838.82,885.14,885.14,10857950000
"May 01, 1997",801.34,851.87,793.21,848.28,848.28,10106650000
"Apr 01, 1997",757.12,804.13,733.54,801.34,801.34,10454880000
"Mar 01, 1997",790.82,814.9,756.13,757.12,757.12,10120760000
"Feb 01, 1997",786.16,817.68,773.43,790.82,790.82,9715930000
"Jan 01, 1997",740.74,794.67,729.55,786.16,786.16,11635830000
"Dec 01, 1996",757.02,761.75,716.69,740.74,740.74,9089170000
"Nov 01, 1996",705.27,762.12,701.3,757.02,757.02,8763850000
"Oct 01, 1996",687.31,714.1,684.44,705.27,705.27,9703670000
"Sep 01, 1996",651.99,690.88,643.97,687.33,687.33,8064070000
"Aug 01, 1996",639.95,670.68,639.49,651.99,651.99,7380320000
"Jul 01, 1996",670.63,675.88,605.88,639.95,639.95,8849860000
"Jun 01, 1996",669.12,680.32,658.75,670.63,670.63,7930840000
"May 01, 1996",654.17,681.1,630.07,669.12,669.12,8921140000
"Apr 01, 1996",645.5,656.68,624.14,654.17,654.17,8875580000
"Mar 01, 1996",640.43,656.97,627.63,645.5,645.5,8984200000
"Feb 01, 1996",636.02,664.23,633.71,640.43,640.43,8749960000
"Jan 01, 1996",615.93,636.18,597.29,636.02,636.02,9188050000
"Dec 01, 1995",605.37,622.88,605.05,615.93,615.93,7697540000
"Nov 01, 1995",581.5,608.69,581.04,605.37,605.37,7602150000
"Oct 01, 1995",584.41,590.66,571.55,581.5,581.5,8043320000
"Sep 01, 1995",561.88,587.61,561.01,584.41,584.41,7052830000
"Aug 01, 1995",562.06,565.62,553.04,561.88,561.88,7146620000
"Jul 01, 1995",544.75,565.4,542.51,562.06,562.06,7307960000
"Jun 01, 1995",533.4,551.07,526.0,544.75,544.75,7555650000
"May 01, 1995",514.76,533.41,513.03,533.4,533.4,7555690000
"Apr 01, 1995",500.7,515.29,500.2,514.71,514.71,6307030000
"Mar 01, 1995",487.39,508.15,479.7,500.71,500.71,7792400000
"Feb 01, 1995",470.42,489.19,469.29,487.39,487.39,6330100000
"Jan 01, 1995",459.21,471.36,457.2,470.42,470.42,6852060000
"Dec 01, 1994",453.55,462.73,442.88,459.27,459.27,6351530000
"Nov 01, 1994",472.26,472.26,444.18,453.69,453.69,6251240000
"Oct 01, 1994",462.69,474.74,449.27,472.35,472.35,6344700000
"Sep 01, 1994",475.49,475.49,458.47,462.71,462.71,6152870000
"Aug 01, 1994",458.28,477.59,456.08,475.49,475.49,6398750000
"Jul 01, 1994",444.27,459.33,443.58,458.26,458.26,4980100000
"Jun 01, 1994",456.5,463.23,439.83,444.27,444.27,5852670000
"May 01, 1994",450.91,457.77,440.78,456.5,456.5,5675970000
"Apr 01, 1994",445.66,452.79,435.86,450.91,450.91,5735010000
"Mar 01, 1994",467.19,471.09,436.16,445.77,445.77,7225010000
"Feb 01, 1994",481.6,482.23,464.26,467.14,467.14,5853100000
"Jan 01, 1994",466.51,482.85,464.36,481.61,481.61,6627390000
"Dec 01, 1993",461.93,471.29,461.45,466.45,466.45,5791210000
"Nov 01, 1993",467.83,469.11,454.36,461.79,461.79,5876610000
"Oct 01, 1993",458.93,471.1,456.4,467.83,467.83,5940460000
"Sep 01, 1993",463.55,463.8,449.64,458.93,458.93,5552720000
"Aug 01, 1993",448.13,463.56,446.94,463.56,463.56,5506200000
"Jul 01, 1993",450.54,451.15,441.4,448.13,448.13,5308530000
