Date,Price,Open,High,Low,Vol.,Change %
25-04-2014,1118.5,1124.1,1124.1,1108.5,30010.0,-0.63
27-04-2014,1119.0,1119.0,1119.0,1119.0,0.0,0.04
28-04-2014,1098.6,1123.4,1133.0,1097.1,34340.0,-1.82
29-04-2014,1093.6,1103.8,1107.9,1081.7,38010.0,-0.46
30-04-2014,1103.3,1105.0,1106.0,1088.4,12900.0,0.89
01-05-2014,1108.1,1107.0,1108.9,1092.8,16640.0,0.44
02-05-2014,1101.2,1107.7,1107.7,1096.0,23200.0,-0.62
05-05-2014,1097.3,1098.0,1100.8,1093.5,10570.0,-0.35
06-05-2014,1115.0,1100.0,1122.5,1100.0,31040.0,1.61
07-05-2014,1121.6,1118.4,1124.7,1114.5,24650.0,0.59
08-05-2014,1167.2,1125.0,1188.8,1125.0,73660.0,4.07
09-05-2014,1209.4,1174.0,1234.0,1174.0,83410.0,3.62
12-05-2014,1262.9,1215.0,1280.0,1215.0,67750.0,4.42
13-05-2014,1244.1,1270.0,1278.9,1232.1,89580.0,-1.49
14-05-2014,1178.7,1240.0,1240.0,1169.5,50820.0,-5.26
15-05-2014,1107.9,1131.6,1141.4,1100.7,91320.0,-6.01
16-05-2014,1117.6,1103.0,1137.4,1103.0,41990.0,0.88
19-05-2014,1183.3,1124.8,1184.6,1124.8,48880.0,5.88
20-05-2014,1165.7,1173.4,1173.4,1136.0,65720.0,-1.49
21-05-2014,1138.5,1155.0,1157.4,1134.6,36720.0,-2.33
22-05-2014,1150.8,1148.4,1159.1,1130.0,43320.0,1.08
23-05-2014,1141.6,1151.5,1159.8,1138.3,27460.0,-0.8
26-05-2014,1152.5,1145.0,1155.0,1142.9,8790.0,0.95
27-05-2014,1157.0,1155.0,1164.1,1153.2,19810.0,0.39
28-05-2014,1136.3,1161.6,1169.0,1131.7,29510.0,-1.79
29-05-2014,1114.0,1125.1,1125.1,1104.5,24470.0,-1.96
30-05-2014,1134.4,1114.6,1140.7,1108.3,14240.0,1.83
02-06-2014,1152.5,1148.4,1159.6,1144.6,23280.0,1.6
03-06-2014,1130.7,1149.7,1154.4,1129.7,26620.0,-1.89
04-06-2014,1136.7,1126.6,1142.4,1117.3,32740.000000000004,0.53
05-06-2014,1123.8,1139.0,1139.0,1120.1,23970.0,-1.13
06-06-2014,1111.1,1128.7,1130.8,1094.6,39630.0,-1.13
09-06-2014,1120.5,1108.3,1129.6,1100.9,28790.0,0.85
10-06-2014,1108.6,1117.0,1122.0,1098.1,30200.0,-1.06
11-06-2014,1082.0,1108.3,1112.2,1080.6,39370.0,-2.4
12-06-2014,1070.0,1079.9,1082.5,1047.3,41710.0,-1.11
13-06-2014,1080.4,1078.0,1089.1,1059.6,34480.0,0.97
16-06-2014,1123.6,1086.9,1124.8,1086.9,31350.0,4.0
17-06-2014,1155.8,1126.6,1157.7,1117.1,47540.0,2.87
18-06-2014,1115.7,1150.7,1153.4,1113.6,49540.0,-3.47
19-06-2014,1115.7,1112.4,1122.0,1071.1,37860.0,0.0
20-06-2014,1104.5,1123.0,1128.9,1097.3,30430.0,-1.0
23-06-2014,1100.3,1109.0,1124.0,1099.1,27440.0,-0.38
24-06-2014,1091.1,1100.2,1103.5,1086.3,24600.0,-0.84
25-06-2014,1115.2,1089.1,1116.9,1087.5,26960.0,2.21
26-06-2014,1132.3,1115.0,1134.6,1111.7,28470.0,1.53
27-06-2014,1129.3,1127.1,1137.9,1119.6,26180.0,-0.26
30-06-2014,1123.4,1128.0,1131.9,1121.0,8690.0,-0.52
01-07-2014,1148.6,1148.0,1154.7,1136.8,24140.0,2.24
02-07-2014,1179.1,1144.0,1181.4,1132.4,45970.0,2.66
03-07-2014,1181.8,1179.6,1193.7,1175.5,35650.0,0.23
04-07-2014,1158.0,1180.0,1183.3,1156.6,32369.999999999996,-2.01
07-07-2014,1158.1,1155.0,1164.7,1144.0,32560.000000000004,0.01
08-07-2014,1181.4,1158.0,1188.0,1151.6,35650.0,2.01
09-07-2014,1159.1,1178.9,1183.7,1158.0,29640.0,-1.89
10-07-2014,1158.1,1161.0,1166.3,1143.2,27070.0,-0.09
11-07-2014,1163.7,1161.0,1167.0,1145.6,25580.0,0.48
12-07-2014,1163.9,1163.9,1163.9,1163.9,0.0,0.02
13-07-2014,1163.9,1163.9,1163.9,1163.9,0.0,0.0
14-07-2014,1158.5,1165.5,1171.7,1153.0,27350.0,-0.46
15-07-2014,1162.0,1160.0,1165.6,1154.0,21790.0,0.3
16-07-2014,1155.4,1161.4,1166.0,1149.7,20850.0,-0.57
17-07-2014,1162.1,1153.6,1164.0,1145.7,21780.0,0.58
18-07-2014,1122.0,1159.5,1159.5,1115.8,38140.0,-3.45
20-07-2014,1123.6,1123.6,1123.6,1123.6,0.0,0.14
21-07-2014,1135.6,1119.4,1137.9,1110.5,31160.0,1.07
22-07-2014,1145.6,1137.0,1154.8,1134.4,29480.0,0.88
23-07-2014,1137.0,1143.0,1146.0,1132.5,19020.0,-0.75
24-07-2014,1149.9,1139.5,1154.5,1139.5,20370.0,1.13
25-07-2014,1148.6,1146.6,1161.8,1142.8,23850.0,-0.11
27-07-2014,1149.1,1149.1,1149.1,1149.1,0.0,0.04
28-07-2014,1126.4,1149.4,1154.3,1123.2,26900.0,-1.98
29-07-2014,1124.1,1125.0,1125.0,1112.1,15450.0,-0.2
30-07-2014,1146.1,1122.0,1147.3,1113.3,23950.0,1.96
31-07-2014,1131.6,1144.2,1148.0,1124.0,12410.0,-1.27
01-08-2014,1126.7,1133.0,1139.6,1121.1,26310.0,-0.43
04-08-2014,1131.8,1126.5,1135.8,1122.4,20610.0,0.45
05-08-2014,1129.5,1133.5,1136.9,1124.8,19980.0,-0.2
06-08-2014,1149.4,1127.1,1155.8,1120.5,33290.0,1.76
07-08-2014,1159.2,1151.0,1176.0,1151.0,37480.0,0.85
08-08-2014,1132.9,1157.9,1164.7,1131.6,26950.0,-2.27
10-08-2014,1132.3,1132.3,1132.3,1132.3,0.0,-0.05
11-08-2014,1144.0,1136.0,1146.8,1127.0,24490.0,1.03
12-08-2014,1152.5,1143.6,1164.0,1139.3,28520.0,0.74
13-08-2014,1136.4,1150.0,1150.0,1132.1,27270.0,-1.4
14-08-2014,1129.4,1139.0,1139.9,1124.0,21950.0,-0.62
18-08-2014,1122.9,1131.9,1136.8,1119.0,23330.0,-0.58
19-08-2014,1129.4,1121.4,1131.8,1121.1,18340.0,0.58
20-08-2014,1145.5,1129.6,1152.6,1127.1,26870.0,1.43
21-08-2014,1138.9,1142.2,1149.0,1132.5,18470.0,-0.58
22-08-2014,1128.9,1138.7,1139.6,1125.5,14990.0,-0.88
25-08-2014,1131.8,1128.1,1135.5,1126.1,7850.0,0.26
26-08-2014,1140.9,1132.0,1143.8,1131.1,16760.0,0.8
27-08-2014,1132.3,1138.4,1141.0,1123.3,17520.0,-0.75
28-08-2014,1129.4,1133.0,1136.2,1125.6,7880.0,-0.26
29-08-2014,1140.3,1132.0,1142.3,1124.1,13120.0,0.97
01-09-2014,1134.4,1139.7,1144.4,1132.1,16260.000000000002,-0.52
02-09-2014,1126.3,1136.6,1139.0,1125.9,15010.0,-0.71
03-09-2014,1153.5,1129.0,1154.6,1126.5,30760.0,2.41
04-09-2014,1172.2,1152.0,1177.0,1149.0,32240.000000000004,1.62
05-09-2014,1180.0,1173.0,1180.8,1167.6,25240.0,0.67
08-09-2014,1202.3,1179.4,1204.0,1176.6,29490.0,1.89
09-09-2014,1149.6,1200.0,1200.0,1147.2,41690.0,-4.38
10-09-2014,1143.2,1149.6,1155.7,1134.0,30980.0,-0.56
11-09-2014,1117.6,1143.5,1147.0,1116.0,28480.0,-2.24
12-09-2014,1123.7,1119.0,1135.6,1118.1,24610.0,0.55
13-09-2014,1123.5,1123.5,1123.5,1123.5,0.0,-0.02
15-09-2014,1106.2,1121.3,1125.8,1103.6,26150.0,-1.54
16-09-2014,1113.1,1109.7,1115.6,1085.5,46280.0,0.62
17-09-2014,1099.6,1113.0,1113.8,1091.6,27850.0,-1.21
18-09-2014,1085.1,1096.0,1100.5,1083.1,27940.0,-1.32
19-09-2014,1080.6,1088.0,1090.8,1078.6,19010.0,-0.41
22-09-2014,1034.4,1077.2,1077.2,1031.1,31720.0,-4.28
23-09-2014,1046.5,1030.0,1048.9,1023.7,30990.0,1.17
24-09-2014,1060.3,1045.0,1062.9,1041.5,30380.0,1.32
25-09-2014,1057.9,1059.0,1065.4,1048.7,23160.0,-0.23
26-09-2014,1034.0,1057.2,1064.5,1031.5,25210.0,-2.26
27-09-2014,1033.8,1033.8,1033.8,1033.8,0.0,-0.02
29-09-2014,1024.9,1025.2,1031.5,1015.7,23350.0,-0.86
30-09-2014,1020.4,1025.8,1033.5,1016.0,10590.0,-0.44
01-10-2014,1002.0,1011.9,1013.6,982.9,37620.0,-1.8
03-10-2014,1030.0,1003.0,1031.8,1003.0,15970.0,2.79
05-10-2014,1030.8,1030.8,1030.8,1030.8,0.0,0.08
06-10-2014,1032.5,1028.0,1036.0,1018.0,11120.0,0.16
07-10-2014,1043.4,1031.0,1044.5,1021.0,23960.0,1.06
08-10-2014,1012.9,1040.0,1041.9,1008.4,25000.0,-2.92
09-10-2014,1015.1,1013.0,1027.9,1012.2,22600.0,0.22
10-10-2014,1006.6,1018.5,1021.0,1002.8,22480.0,-0.84
13-10-2014,1005.0,1008.0,1016.8,1003.2,14390.0,-0.16
14-10-2014,1004.9,1007.0,1016.2,997.1,25400.0,-0.01
16-10-2014,959.1,1003.0,1003.0,949.5,36130.0,-4.56
17-10-2014,960.8,956.8,973.9,952.1,26130.0,0.18
20-10-2014,934.5,965.0,965.0,932.0,27980.0,-2.74
21-10-2014,936.5,931.8,943.0,922.5,24600.0,0.21
22-10-2014,932.8,935.0,942.8,928.1,21910.0,-0.4
23-10-2014,931.0,926.0,932.0,922.0,3580.0,-0.19
24-10-2014,913.4,929.1,929.4,911.4,11760.0,-1.89
27-10-2014,900.4,913.7,914.2,899.1,22200.0,-1.42
28-10-2014,951.0,902.2,954.4,901.2,39720.0,5.62
29-10-2014,958.1,952.0,970.8,941.5,37440.0,0.75
30-10-2014,964.5,951.0,967.7,938.6,26570.0,0.67
31-10-2014,976.2,967.0,989.9,961.0,14670.0,1.21
03-11-2014,970.5,970.1,975.0,957.4,25880.0,-0.58
04-11-2014,937.4,966.2,966.2,934.8,20510.0,-3.41
05-11-2014,943.7,933.9,945.4,916.9,30060.0,0.67
06-11-2014,952.5,947.0,954.7,939.1,14040.0,0.93
07-11-2014,942.8,953.1,964.0,940.9,26830.0,-1.02
10-11-2014,938.1,947.0,952.6,931.4,23340.0,-0.5
11-11-2014,952.6,937.8,954.3,930.5,22350.0,1.55
12-11-2014,956.0,950.5,968.8,947.0,25850.0,0.36
13-11-2014,944.3,957.8,969.7,942.7,23710.0,-1.22
14-11-2014,962.6,947.4,965.3,944.0,21620.0,1.94
16-11-2014,961.0,961.0,961.0,961.0,0.0,-0.17
17-11-2014,974.0,965.0,975.3,960.4,19920.0,1.35
18-11-2014,962.0,972.2,979.4,958.4,23350.0,-1.23
19-11-2014,999.2,964.1,1008.7,964.1,40530.0,3.87
20-11-2014,1006.6,1003.1,1016.8,996.0,33340.0,0.74
21-11-2014,1012.4,1010.0,1026.2,1006.2,33500.0,0.58
24-11-2014,1022.4,1017.2,1033.9,1014.6,26790.0,0.99
25-11-2014,1017.4,1024.7,1026.7,1007.0,25380.0,-0.49
26-11-2014,1006.7,1015.7,1016.3,1001.2,21490.0,-1.05
27-11-2014,1011.3,1010.0,1017.7,1008.0,13260.0,0.46
28-11-2014,997.1,1008.0,1008.9,991.3,8860.0,-1.4
01-12-2014,1012.9,1005.0,1016.8,988.1,28000.0,1.58
02-12-2014,1008.1,1019.0,1019.0,1001.3,16050.0,-0.47
03-12-2014,1029.7,1009.5,1035.6,1006.6,25150.0,2.14
04-12-2014,1059.1,1035.0,1061.5,1035.0,25050.0,2.86
05-12-2014,1039.3,1059.4,1066.3,1037.1,25460.0,-1.87
08-12-2014,1033.1,1040.1,1046.7,1028.1,20960.0,-0.6
09-12-2014,1026.7,1031.4,1036.0,1013.1,25220.0,-0.62
10-12-2014,1016.5,1025.1,1032.7,1015.7,17730.0,-0.99
11-12-2014,1014.5,1020.2,1022.3,1010.6,16530.0,-0.2
12-12-2014,1040.8,1018.4,1048.7,1018.4,22210.0,2.59
15-12-2014,1046.5,1042.5,1063.6,1042.5,22830.0,0.55
16-12-2014,1019.8,1043.3,1043.9,1016.7,26950.0,-2.55
17-12-2014,992.5,1024.1,1024.1,979.1,40080.0,-2.68
18-12-2014,981.1,992.0,992.0,961.5,38880.0,-1.15
19-12-2014,990.8,978.0,997.9,974.0,30520.0,0.99
22-12-2014,989.2,994.0,1000.9,985.1,21350.0,-0.16
23-12-2014,977.2,988.0,993.2,976.0,18840.0,-1.21
24-12-2014,961.1,984.2,988.6,958.6,18280.0,-1.65
26-12-2014,965.4,965.9,969.4,960.6,9680.0,0.45
29-12-2014,956.3,970.0,980.0,955.1,19170.0,-0.94
30-12-2014,952.1,958.7,961.2,937.2,24640.0,-0.44
31-12-2014,944.5,958.8,958.8,942.2,9820.0,-0.8
01-01-2015,967.9,966.2,970.0,962.1,2950.0,2.48
02-01-2015,945.2,965.5,969.0,941.0,21980.0,-2.35
05-01-2015,963.8,947.0,965.3,931.0,36190.0,1.97
06-01-2015,970.1,960.0,984.8,956.8,30590.0,0.65
07-01-2015,983.7,972.7,986.7,965.0,25670.0,1.4
08-01-2015,971.3,981.0,981.0,955.1,28470.0,-1.26
09-01-2015,950.2,968.7,977.4,949.4,24860.0,-2.17
12-01-2015,939.2,951.2,951.7,934.6,28460.0,-1.16
13-01-2015,905.1,936.3,936.7,903.6,31040.0,-3.63
14-01-2015,888.3,901.8,909.6,866.1,53630.0,-1.86
15-01-2015,891.4,894.1,908.0,885.8,27770.0,0.35
16-01-2015,909.5,895.0,912.0,890.1,26450.0,2.03
17-01-2015,910.0,910.0,910.0,910.0,0.0,0.05
19-01-2015,888.6,905.0,908.6,887.1,20320.0,-2.35
20-01-2015,911.5,895.0,916.6,892.1,28380.0,2.58
21-01-2015,923.3,907.0,928.6,903.6,30720.0,1.29
22-01-2015,904.0,925.1,933.4,888.8,33600.0,-2.09
23-01-2015,872.4,901.0,909.3,871.0,32540.0,-3.5
25-01-2015,873.0,873.0,873.0,873.0,0.0,0.07
27-01-2015,903.1,880.0,907.9,880.0,32390.0,3.45
28-01-2015,916.0,902.1,919.9,898.2,28850.0,1.43
29-01-2015,921.1,912.6,923.6,906.1,22300.0,0.56
30-01-2015,918.3,918.0,925.6,912.0,9740.0,-0.3
02-02-2015,945.3,935.0,953.0,930.1,25930.0,2.94
03-02-2015,948.5,945.8,959.0,945.0,21290.0,0.34
04-02-2015,931.3,945.0,945.0,921.2,32259.999999999996,-1.81
05-02-2015,935.6,926.0,937.5,913.0,26610.0,0.46
06-02-2015,941.4,930.3,944.0,921.1,25130.0,0.62
09-02-2015,943.4,938.2,949.0,936.3,18410.0,0.21
10-02-2015,921.1,942.2,942.2,918.7,23020.0,-2.36
11-02-2015,917.2,922.3,927.7,907.4,25920.0,-0.42
12-02-2015,916.4,917.4,920.7,907.5,25820.0,-0.09
13-02-2015,909.4,917.9,923.8,906.1,24760.0,-0.76
16-02-2015,906.8,909.0,914.9,901.5,21480.0,-0.29
17-02-2015,881.7,905.0,905.0,876.0,23360.0,-2.77
18-02-2015,883.1,885.0,889.8,874.6,29770.0,0.16
19-02-2015,865.3,884.3,886.1,864.0,28770.0,-2.02
20-02-2015,872.9,866.8,880.7,862.3,29720.0,0.88
21-02-2015,872.4,872.4,872.4,872.4,0.0,-0.06
23-02-2015,876.7,874.4,881.7,865.7,21100.0,0.49
24-02-2015,887.0,876.0,899.2,872.4,30610.0,1.17
25-02-2015,880.8,891.0,895.0,879.5,20840.0,-0.7
26-02-2015,882.8,885.2,897.4,880.8,22420.0,0.23
27-02-2015,865.7,879.0,884.6,863.7,11470.0,-1.94
28-02-2015,874.9,870.6,876.0,866.5,3800.0,1.06
02-03-2015,866.1,877.9,882.4,865.0,25430.0,-1.01
03-03-2015,850.3,866.9,868.5,848.8,31790.0,-1.82
04-03-2015,872.8,853.3,874.0,850.2,40170.0,2.65
05-03-2015,885.5,869.8,888.9,868.0,32270.000000000004,1.46
06-03-2015,904.2,887.9,905.9,882.8,21150.0,2.11
09-03-2015,911.4,901.0,920.0,895.5,30420.0,0.8
10-03-2015,884.2,908.3,908.3,882.7,29660.0,-2.98
11-03-2015,865.3,882.2,893.5,863.5,36680.0,-2.14
12-03-2015,877.0,868.6,881.4,866.4,33920.0,1.35
13-03-2015,892.8,877.8,894.4,875.5,29980.0,1.8
14-03-2015,892.6,892.6,892.6,892.6,0.0,-0.02
16-03-2015,877.4,888.2,893.4,873.0,25920.0,-1.7
17-03-2015,866.6,873.3,875.3,852.4,34390.0,-1.23
18-03-2015,848.5,864.5,864.5,847.3,27670.0,-2.09
19-03-2015,858.9,854.6,863.5,853.6,27520.0,1.23
20-03-2015,880.1,860.0,885.9,856.7,35150.0,2.47
23-03-2015,885.9,881.6,893.5,878.2,25230.0,0.66
24-03-2015,870.9,880.0,886.0,870.1,31200.0,-1.69
25-03-2015,853.8,870.9,872.0,852.0,30310.0,-1.96
26-03-2015,858.2,860.0,874.9,856.0,33600.0,0.52
27-03-2015,830.6,858.6,860.9,829.3,35530.0,-3.22
30-03-2015,799.5,827.0,834.4,797.8,42870.0,-3.74
31-03-2015,785.4,803.4,809.1,781.0,22860.0,-1.76
01-04-2015,793.6,780.0,797.9,775.6,44330.0,1.04
02-04-2015,808.1,800.0,816.7,800.0,22720.0,1.83
06-04-2015,805.9,812.0,821.5,803.7,21280.0,-0.27
07-04-2015,790.8,806.1,816.5,785.5,50360.0,-1.87
08-04-2015,791.7,789.4,802.8,785.7,37690.0,0.11
09-04-2015,782.5,794.3,795.4,780.2,32080.0,-1.16
10-04-2015,791.8,788.1,802.6,787.4,34590.0,1.19
13-04-2015,782.0,790.3,801.7,778.2,39240.0,-1.24
14-04-2015,788.5,780.0,790.4,765.7,27380.0,0.83
15-04-2015,792.0,787.0,794.7,785.1,29640.0,0.44
16-04-2015,795.9,795.0,807.0,793.8,38610.0,0.49
17-04-2015,787.1,796.0,801.9,786.1,34330.0,-1.11
20-04-2015,806.8,787.5,809.0,780.7,48820.0,2.5
21-04-2015,798.8,807.0,813.7,796.0,38190.0,-0.99
22-04-2015,797.1,796.1,805.7,793.7,26240.0,-0.21
23-04-2015,803.7,796.0,810.0,792.4,29750.0,0.83
24-04-2015,845.5,806.5,847.0,805.0,55250.0,5.2
27-04-2015,853.0,846.0,867.0,846.0,36600.0,0.89
28-04-2015,844.6,850.0,856.7,838.2,33550.0,-0.98
29-04-2015,853.9,844.6,855.7,835.2,26720.0,1.1
30-04-2015,879.5,856.0,881.4,856.0,21080.0,3.0
01-05-2015,880.6,887.4,893.3,877.7,17600.0,0.13
04-05-2015,883.0,880.2,887.8,880.0,8510.0,0.27
05-05-2015,907.2,880.0,914.0,873.7,44930.0,2.74
06-05-2015,892.4,909.7,932.4,886.3,56770.0,-1.63
07-05-2015,909.4,890.0,913.3,880.4,44690.0,1.9
08-05-2015,913.6,912.0,922.3,901.0,41820.0,0.46
11-05-2015,912.3,916.0,929.0,910.2,37440.0,-0.14
12-05-2015,921.1,910.2,924.0,902.1,36030.0,0.96
13-05-2015,898.2,918.2,919.7,895.5,43420.0,-2.49
14-05-2015,876.7,895.0,896.8,875.1,34490.0,-2.39
15-05-2015,878.8,882.0,891.9,871.0,35650.0,0.24
18-05-2015,874.4,879.3,889.0,873.6,31810.0,-0.5
19-05-2015,830.8,872.5,873.8,826.3,49140.0,-4.99
20-05-2015,833.8,827.1,835.8,817.1,47700.0,0.36
21-05-2015,827.9,835.0,844.4,823.1,42960.0,-0.71
22-05-2015,810.5,828.0,830.0,805.4,50440.0,-2.1
25-05-2015,812.9,811.0,815.0,806.6,14080.0,0.3
26-05-2015,814.3,814.8,828.0,803.6,44810.0,0.17
27-05-2015,823.5,816.4,825.0,807.6,32259.999999999996,1.13
28-05-2015,813.4,825.0,829.0,811.5,33240.0,-1.23
29-05-2015,807.9,809.3,814.3,803.7,18460.0,-0.68
01-06-2015,830.2,809.5,832.8,801.2,44140.0,2.76
02-06-2015,833.2,828.9,839.4,822.7,37340.0,0.36
03-06-2015,831.8,832.6,838.4,826.6,29350.0,-0.17
04-06-2015,831.5,830.0,834.5,822.4,30120.0,-0.04
05-06-2015,841.5,829.3,846.6,823.3,32610.0,1.2
08-06-2015,859.2,842.0,863.6,840.1,35280.0,2.1
09-06-2015,857.8,859.3,871.4,856.8,43060.0,-0.16
10-06-2015,864.9,860.8,874.0,856.2,35200.0,0.83
11-06-2015,852.8,864.0,866.9,848.7,32210.0,-1.4
12-06-2015,842.6,848.2,848.2,830.2,32689.999999999996,-1.2
15-06-2015,830.3,840.0,840.0,821.6,28970.0,-1.46
16-06-2015,816.1,829.1,831.8,815.1,34650.0,-1.71
17-06-2015,823.9,817.5,828.9,813.0,33490.0,0.96
18-06-2015,809.7,824.5,827.4,808.1,33310.0,-1.72
19-06-2015,803.4,812.5,813.7,801.0,25970.0,-0.78
22-06-2015,791.2,806.0,808.4,789.2,32430.0,-1.52
23-06-2015,816.8,795.0,818.9,795.0,37660.0,3.24
24-06-2015,809.4,816.5,824.0,808.1,34600.0,-0.91
25-06-2015,807.5,812.7,813.5,799.2,30500.0,-0.23
26-06-2015,790.4,805.5,807.3,788.8,31910.0,-2.12
29-06-2015,749.2,788.0,788.0,744.3,61540.0,-5.21
30-06-2015,742.5,729.4,750.3,710.6,45930.0,-0.89
01-07-2015,767.9,765.6,774.7,757.0,53540.0,3.42
02-07-2015,775.1,773.1,781.9,769.0,42320.0,0.94
03-07-2015,761.9,772.1,776.0,760.3,39980.0,-1.7
06-07-2015,740.4,760.0,760.0,736.0,52040.0,-2.82
07-07-2015,691.9,737.7,742.8,673.8,102120.0,-6.55
08-07-2015,697.8,696.4,708.0,666.8,101640.0,0.85
09-07-2015,728.8,700.0,734.2,700.0,72290.0,4.44
10-07-2015,713.1,733.3,739.2,711.3,49260.0,-2.15
13-07-2015,738.4,706.1,744.0,694.6,75280.0,3.55
14-07-2015,736.9,735.0,739.9,725.8,39320.0,-0.2
