Date,Price,Open,High,Low,Vol.,Change %
28-02-2014,30090,30026,30400,30026,14470.0,0.0
03-03-2014,30631,30192,30660,30192,15980.0,1.8
04-03-2014,30160,30650,30650,30051,23640.0,-1.54
05-03-2014,30158,30191,30318,30080,18010.0,-0.01
06-03-2014,30209,30082,30235,29900,18870.0,0.17
07-03-2014,30130,30202,30340,29930,16100.000000000002,-0.26
10-03-2014,30123,30063,30148,29956,10740.0,-0.02
11-03-2014,30247,30025,30335,29963,18870.0,0.41
12-03-2014,30472,30280,30546,30280,15880.0,0.74
13-03-2014,30549,30537,30575,30322,13640.0,0.25
14-03-2014,30595,30585,30737,30452,16110.0,0.15
17-03-2014,30375,30560,30566,30352,4290.0,-0.72
18-03-2014,30205,30350,30350,30112,13230.0,-0.56
19-03-2014,29981,30211,30222,29926,15220.0,-0.74
20-03-2014,29751,29930,29973,29721,14600.0,-0.77
21-03-2014,29742,29757,29917,29696,12200.0,-0.03
24-03-2014,29159,29700,29700,29121,14020.0,-1.96
25-03-2014,28898,29110,29260,28863,17220.0,-0.9
26-03-2014,28571,29050,29050,28380,16190.000000000002,-1.13
27-03-2014,28449,28557,28700,28290,18630.0,-0.43
28-03-2014,28380,28360,28490,28119,16230.0,-0.24
31-03-2014,28536,28448,28790,28363,9120.0,0.55
01-04-2014,28080,28610,28615,28001,2260.0,-1.6
02-04-2014,28184,27923,28399,27861,550.0,0.37
03-04-2014,28435,28440,28550,28380,140.0,0.89
04-04-2014,28464,28435,28623,28361,120.0,0.1
05-04-2014,28246,28246,28246,28246,0.0,-0.77
07-04-2014,28326,28230,28360,28221,9700.0,0.28
08-04-2014,28477,28398,28586,28397,7150.0,0.53
09-04-2014,28417,28475,28559,28353,14200.0,-0.21
10-04-2014,28781,28450,28814,28450,14690.0,1.28
11-04-2014,28756,28799,28844,28670,11380.0,-0.09
14-04-2014,28959,28845,28986,28843,5170.0,0.71
15-04-2014,28573,28850,28850,28200,18550.0,-1.33
16-04-2014,28589,28520,28657,28315,15340.0,0.06
17-04-2014,28505,28550,28617,28460,10930.0,-0.29
19-04-2014,28532,28532,28532,28532,0.0,0.09
21-04-2014,28527,28425,28580,28282,11780.0,-0.02
22-04-2014,28599,28536,28678,28482,15450.0,0.25
23-04-2014,28790,28645,28815,28645,12380.0,0.67
25-04-2014,28905,28845,28965,28757,15680.0,0.4
27-04-2014,28898,28898,28898,28898,0.0,-0.02
28-04-2014,28970,28980,29020,28875,10380.0,0.25
29-04-2014,28750,28902,28902,28691,15620.0,-0.76
30-04-2014,28887,28725,28972,28583,17100.0,0.48
01-05-2014,28580,28825,28825,28510,9000.0,-1.06
02-05-2014,28871,28597,28889,28420,16140.0,1.02
05-05-2014,28935,28920,29039,28875,10100.0,0.22
06-05-2014,28887,28913,28959,28834,10600.0,-0.17
07-05-2014,28520,28943,29036,28505,15590.0,-1.27
08-05-2014,28523,28555,28624,28452,10910.0,0.01
09-05-2014,28525,28589,28648,28487,9270.0,0.01
12-05-2014,28628,28474,28798,28350,12060.0,0.36
13-05-2014,28462,28590,28650,28432,10630.0,-0.58
14-05-2014,28704,28599,28749,28599,7200.0,0.85
15-05-2014,28408,28680,28686,28375,13250.0,-1.03
16-05-2014,28089,28351,28351,28014,11330.0,-1.12
19-05-2014,28144,28050,28299,28030,10630.0,0.2
20-05-2014,28186,28120,28245,28062,11380.0,0.15
21-05-2014,27373,28245,28277,27341,24050.0,-2.88
22-05-2014,27241,27300,27520,27100,19990.0,-0.48
23-05-2014,27349,27295,27395,27155,10260.0,0.4
26-05-2014,27483,27325,27500,27292,7550.0,0.49
27-05-2014,26958,27525,27525,26875,18140.0,-1.91
28-05-2014,26834,26937,26970,26735,15030.0,-0.46
29-05-2014,26830,26807,26945,26560,16630.0,-0.01
30-05-2014,26863,26816,26910,26709,10400.0,0.12
02-06-2014,26701,26830,26939,26655,2120.0,-0.6
03-06-2014,26735,26690,26875,26635,430.0,0.13
04-06-2014,26639,26769,26799,26631,230.0,-0.36
05-06-2014,26894,26615,26970,26511,150.0,0.96
06-06-2014,25863,25936,25988,25755,11750.0,-3.83
09-06-2014,25982,25825,26010,25811,8520.0,0.46
10-06-2014,26139,25984,26164,25951,12110.0,0.6
11-06-2014,26073,26189,26199,25956,13030.0,-0.25
12-06-2014,26330,26077,26360,25980,14800.0,0.99
13-06-2014,26627,26362,26660,26321,12970.0,1.13
16-06-2014,26831,26650,27035,26650,15250.0,0.77
17-06-2014,26839,26775,26904,26550,17660.0,0.03
18-06-2014,26826,26787,26964,26690,16090.0,-0.05
19-06-2014,27611,26827,27653,26800,22760.0,2.93
20-06-2014,27668,27636,27820,27468,18350.0,0.21
23-06-2014,27678,27616,27746,27572,12660.0,0.04
24-06-2014,27731,27641,27870,27585,15400.0,0.19
25-06-2014,27751,27700,27820,27587,15560.0,0.07
26-06-2014,27667,27703,27748,27490,16610.0,-0.3
27-06-2014,27672,27705,27799,27605,10950.0,0.02
30-06-2014,27776,27632,27850,27561,11770.0,0.38
01-07-2014,27746,27867,27940,27730,11910.0,-0.11
02-07-2014,27663,27799,27800,27532,13620.0,-0.3
03-07-2014,27464,27564,27634,27363,15290.0,-0.72
04-07-2014,27557,27487,27595,27451,9490.0,0.34
07-07-2014,27490,27482,27522,27382,9740.0,-0.24
08-07-2014,27519,27507,27629,27381,14510.0,0.11
09-07-2014,27613,27545,27698,27544,12580.0,0.34
10-07-2014,28496,27655,28589,27500,31450.0,3.2
11-07-2014,28356,28528,28528,28231,15130.0,-0.49
12-07-2014,28320,28320,28320,28320,0.0,-0.13
13-07-2014,28320,28320,28320,28320,0.0,0.0
14-07-2014,27762,28221,28304,27726,19030.0,-1.97
15-07-2014,27648,27857,27948,27587,18720.0,-0.41
16-07-2014,27676,27667,27735,27583,15690.0,0.1
17-07-2014,28199,27745,28398,27743,24020.0,1.89
18-07-2014,27993,28158,28179,27917,12640.0,-0.73
20-07-2014,27997,27997,27997,27997,0.0,0.01
21-07-2014,28087,28015,28217,27983,10770.0,0.32
22-07-2014,27895,28070,28087,27812,19300.0,-0.68
23-07-2014,27882,27924,27995,27852,12870.0,-0.05
24-07-2014,27626,27850,27850,27602,14830.0,-0.92
25-07-2014,27938,27661,27965,27651,11200.0,1.13
27-07-2014,27928,27928,27928,27928,0.0,-0.04
28-07-2014,27926,28000,28035,27880,9720.0,-0.01
29-07-2014,27866,28000,28090,27825,8119.999999999999,-0.21
30-07-2014,27934,27853,27979,27723,12490.0,0.24
31-07-2014,27818,27805,27956,27752,10460.0,-0.42
01-08-2014,28054,27845,28123,27798,1510.0,0.85
04-08-2014,27915,28035,28099,27866,740.0,-0.5
05-08-2014,27844,27997,28035,27819,110.0,-0.25
06-08-2014,28633,28175,28717,28175,18790.0,2.83
07-08-2014,28770,28595,28836,28531,14870.0,0.48
08-08-2014,28604,28845,29085,28566,17300.0,-0.58
10-08-2014,28598,28598,28598,28598,0.0,-0.02
11-08-2014,28633,28569,28693,28528,8630.0,0.12
12-08-2014,28730,28561,28891,28550,13180.0,0.34
13-08-2014,28688,28640,28750,28587,13940.0,-0.15
14-08-2014,28614,28682,28775,28501,15010.0,-0.26
18-08-2014,28295,28505,28505,28256,9910.0,-1.11
19-08-2014,28252,28321,28360,28204,11110.0,-0.15
20-08-2014,28212,28258,28282,28150,11130.0,-0.14
21-08-2014,27747,28161,28161,27704,18710.0,-1.65
22-08-2014,27813,27791,27880,27714,12910.0,0.24
25-08-2014,27771,27774,27848,27715,9500.0,-0.15
26-08-2014,27895,27813,28040,27804,14070.0,0.45
27-08-2014,27780,27863,27925,27765,9900.0,-0.41
28-08-2014,28075,27824,28178,27824,16160.0,1.06
29-08-2014,27996,28020,28037,27884,5420.0,-0.28
01-09-2014,27934,27958,27967,27907,4640.0,-0.22
02-09-2014,27554,27883,27898,27534,18250.0,-1.36
03-09-2014,27570,27569,27620,27368,16740.0,0.06
04-09-2014,27461,27596,27632,27388,16360.0,-0.4
05-09-2014,27378,27406,27537,27332,13930.0,-0.3
08-09-2014,27204,27431,27480,27105,11870.0,-0.64
09-09-2014,27261,27213,27380,27156,16070.0,0.21
10-09-2014,27179,27334,27429,27142,15450.0,-0.3
11-09-2014,26986,27200,27245,26953,20640.0,-0.71
12-09-2014,26898,26945,26984,26790,16200.0,-0.33
13-09-2014,26899,26899,26899,26899,0.0,0.0
15-09-2014,26999,26937,27117,26911,16309.999999999998,0.37
16-09-2014,26954,27025,27114,26920,17840.0,-0.17
17-09-2014,26901,27001,27001,26865,11250.0,-0.2
18-09-2014,26659,26845,26845,26560,16370.000000000002,-0.9
19-09-2014,26496,26634,26665,26461,17490.0,-0.61
22-09-2014,26588,26464,26650,26313,16390.0,0.35
23-09-2014,26669,26580,26944,26471,18410.0,0.3
24-09-2014,26549,26672,26740,26528,15470.0,-0.45
25-09-2014,26935,26505,26962,26380,20000.0,1.45
26-09-2014,26793,26920,27135,26753,17680.0,-0.53
27-09-2014,26798,26798,26798,26798,0.0,0.02
29-09-2014,26913,26855,27000,26802,9490.0,0.43
30-09-2014,27129,26901,27172,26792,8880.0,0.8
01-10-2014,26888,27018,27192,26800,4640.0,-0.89
03-10-2014,26510,26510,26510,26510,0.0,-1.41
05-10-2014,26510,26510,26510,26510,0.0,0.0
06-10-2014,26721,26504,26748,26472,6660.0,0.8
07-10-2014,26810,26657,26837,26641,12640.0,0.33
08-10-2014,26737,26830,26995,26705,14290.0,-0.27
09-10-2014,26958,26845,27048,26845,16050.0,0.83
10-10-2014,26964,26934,27048,26845,12770.0,0.02
13-10-2014,26972,27022,27246,26940,14530.0,0.03
14-10-2014,27252,27070,27297,27055,17450.0,1.04
16-10-2014,27449,27270,27610,27270,18190.0,0.72
17-10-2014,27256,27425,27488,27166,14700.0,-0.7
20-10-2014,27415,27219,27490,27204,11130.0,0.58
21-10-2014,27554,27473,27640,27462,13040.0,0.51
22-10-2014,27481,27525,27542,27411,8970.0,-0.26
23-10-2014,27120,27270,27304,27090,4690.0,-1.31
24-10-2014,27176,27200,27245,27141,3270.0,0.21
27-10-2014,27214,27168,27238,27130,8900.0,0.14
28-10-2014,27135,27185,27270,27113,12720.0,-0.29
29-10-2014,27079,27187,27195,27013,11160.0,-0.21
30-10-2014,26603,26990,26990,26562,16540.0,-1.76
31-10-2014,26135,26563,26590,25881,25800.0,-1.76
03-11-2014,26077,26000,26263,25940,14640.0,-0.22
04-11-2014,25963,26069,26187,25910,10550.0,-0.44
05-11-2014,25493,25850,25850,25337,25130.0,-1.81
06-11-2014,25461,25485,25567,25401,9030.0,-0.13
07-11-2014,25932,25425,25963,25164,29040.0,1.85
10-11-2014,25733,25958,26036,25660,15490.0,-0.77
11-11-2014,25796,25653,25878,25433,18920.0,0.24
12-11-2014,25788,25818,25956,25730,16520.0,-0.03
13-11-2014,25822,25842,25930,25682,19480.0,0.13
14-11-2014,26466,25826,26531,25585,26640.0,2.49
16-11-2014,26448,26448,26448,26448,0.0,-0.07
17-11-2014,26330,26417,26520,26300,16780.0,-0.45
18-11-2014,26596,26426,26774,26392,19850.0,1.01
19-11-2014,26711,26575,26833,26057,25380.0,0.43
20-11-2014,26463,26550,26617,26366,17270.0,-0.93
21-11-2014,26391,26483,26629,26348,18780.0,-0.27
23-11-2014,26401,26401,26401,26401,0.0,0.04
24-11-2014,26480,26402,26540,26402,11500.0,0.3
25-11-2014,26326,26492,26533,26280,17020.0,-0.58
26-11-2014,26362,26363,26417,26293,10470.0,0.14
27-11-2014,26247,26308,26334,26131,12060.0,-0.44
28-11-2014,25794,26155,26230,25741,15840.0,-1.73
01-12-2014,26509,25401,26566,25224,3010.0,2.77
02-12-2014,26188,26314,26437,26057,680.0,-1.21
03-12-2014,26477,26237,26500,26221,140.0,1.1
04-12-2014,26349,26472,26472,26260,60.0,-0.48
05-12-2014,26132,26253,26404,26050,130.0,-0.82
08-12-2014,26361,26400,26459,26280,10830.0,0.88
09-12-2014,27159,26400,27280,26400,23480.0,3.03
10-12-2014,27191,27161,27340,27061,16740.0,0.12
11-12-2014,27258,27161,27359,27006,16520.0,0.25
12-12-2014,27209,27265,27288,27026,14450.0,-0.18
15-12-2014,27320,27155,27500,27036,15290.0,0.41
16-12-2014,27194,27225,27796,26986,30150.0,-0.46
17-12-2014,26955,27150,27247,26915,16510.0,-0.88
18-12-2014,26815,26999,27263,26732,18760.0,-0.52
19-12-2014,26998,26849,27046,26825,11890.0,0.68
22-12-2014,26608,26965,27050,26538,12450.0,-1.44
23-12-2014,26625,26592,26749,26500,11640.0,0.06
24-12-2014,26584,26587,26670,26555,7130.0,-0.15
26-12-2014,27073,26733,27109,26733,12600.0,1.84
29-12-2014,26764,27031,27070,26725,9290.0,-1.14
30-12-2014,27049,26845,27220,26660,15710.0,1.06
31-12-2014,26703,27030,27055,26617,10920.0,-1.28
01-01-2015,26699,26691,26755,26670,1860.0,-0.01
02-01-2015,26730,26740,26855,26351,18920.0,0.12
05-01-2015,27038,26815,27079,26736,16200.0,1.15
06-01-2015,27394,27100,27449,27083,20750.0,1.32
07-01-2015,27161,27348,27360,27120,15810.0,-0.85
08-01-2015,26801,27125,27125,26760,16460.0,-1.33
09-01-2015,26800,26778,26887,26668,14040.0,0.0
12-01-2015,27030,26875,27114,26825,16059.999999999998,0.86
13-01-2015,27055,27145,27262,27005,17560.0,0.09
14-01-2015,27201,27020,27260,26901,18180.0,0.54
15-01-2015,27492,27066,27546,26706,33040.0,1.07
16-01-2015,27654,27525,27790,27386,20020.0,0.59
17-01-2015,27600,27600,27600,27600,0.0,-0.2
19-01-2015,27700,27650,27770,27623,9910.0,0.36
20-01-2015,28085,27730,28140,27730,21410.0,1.39
21-01-2015,27977,28049,28271,27811,21300.0,-0.38
22-01-2015,28036,27941,28236,27751,22660.0,0.21
23-01-2015,27864,28010,28090,27791,13480.0,-0.61
25-01-2015,27895,27895,27895,27895,0.0,0.11
27-01-2015,27902,27765,27988,27569,19140.0,0.03
28-01-2015,27759,27865,27935,27735,13470.0,-0.51
29-01-2015,27419,27729,27819,27382,20030.0,-1.22
30-01-2015,27895,27452,28178,27424,15340.0,1.74
02-02-2015,27840,27946,28020,27723,1110.0,-0.2
03-02-2015,27498,27721,28019,27450,380.0,-1.23
04-02-2015,27729,27560,27815,27500,100.0,0.84
05-02-2015,28276,27875,28500,27605,160.0,1.97
06-02-2015,26802,27345,27440,26681,19940.0,-5.21
09-02-2015,26944,26927,26990,26832,10080.0,0.53
10-02-2015,26856,26963,26985,26811,11170.0,-0.33
11-02-2015,26665,26874,26910,26621,13150.0,-0.71
12-02-2015,26519,26609,26800,26508,15750.0,-0.55
13-02-2015,26691,26606,26787,26598,12580.0,0.65
16-02-2015,26704,26720,26870,26680,6880.0,0.05
17-02-2015,26219,26650,26650,26182,12780.0,-1.82
18-02-2015,26137,26244,26346,26070,15250.0,-0.31
19-02-2015,26266,26245,26510,26234,15730.0,0.49
20-02-2015,26277,26260,26399,26151,15420.0,0.04
21-02-2015,26279,26279,26279,26279,0.0,0.01
23-02-2015,26153,26228,26321,25955,18320.0,-0.48
24-02-2015,26059,26228,26259,25976,17990.0,-0.36
25-02-2015,26123,26079,26319,26079,16300.0,0.25
26-02-2015,26216,26245,26370,26175,13500.0,0.36
27-02-2015,26227,26240,26335,26105,12920.0,0.04
28-02-2015,26477,26166,26515,26069,12230.0,0.95
02-03-2015,26510,26600,26769,26500,14400.0,0.12
03-03-2015,26427,26500,26590,26380,13710.0,-0.31
04-03-2015,26547,26411,26579,26409,14020.0,0.45
05-03-2015,26484,26565,26627,26435,11970.0,-0.24
06-03-2015,26012,26460,26484,25982,13350.0,-1.78
09-03-2015,26024,26073,26129,26001,11850.0,0.05
10-03-2015,25919,25962,26079,25780,21990.0,-0.4
11-03-2015,25685,25950,25950,25653,18940.0,-0.9
12-03-2015,25655,25660,25860,25562,21430.0,-0.12
13-03-2015,25890,25720,25918,25720,18010.0,0.92
14-03-2015,25912,25912,25912,25912,0.0,0.08
16-03-2015,25783,25875,25941,25706,13110.0,-0.5
17-03-2015,25617,25721,25830,25521,20190.0,-0.64
18-03-2015,25637,25631,25697,25500,16020.0,0.08
19-03-2015,25962,25740,25997,25740,18860.0,1.27
20-03-2015,26182,25980,26236,25900,16840.0,0.85
23-03-2015,26198,26162,26220,26080,11020.0,0.06
24-03-2015,26351,26169,26389,26135,13440.0,0.58
25-03-2015,26483,26280,26498,26212,14260.0,0.5
26-03-2015,26801,26590,26988,26562,15970.0,1.2
27-03-2015,26569,26675,26758,26387,15660.0,-0.87
30-03-2015,26270,26430,26459,26235,11570.0,-1.13
31-03-2015,26204,26208,26344,26156,8010.0,-0.25
01-04-2015,26466,26295,26520,26145,1120.0,1.0
03-04-2015,26597,26597,26597,26597,0.0,0.49
06-04-2015,26997,26645,27095,26645,13040.0,1.5
07-04-2015,26875,26980,26980,26852,9690.0,-0.45
08-04-2015,26760,26880,26929,26671,10910.0,-0.43
09-04-2015,26521,26700,26700,26462,13020.0,-0.89
10-04-2015,26781,26577,26840,26534,13630.0,0.98
13-04-2015,26699,26760,26815,26629,10960.0,-0.31
14-04-2015,26544,26622,26622,26387,9230.0,-0.58
15-04-2015,26737,26532,26765,26476,13360.0,0.73
16-04-2015,26645,26710,26845,26568,13280.0,-0.34
17-04-2015,26812,26617,26840,26617,11170.0,0.63
20-04-2015,26837,26845,26967,26768,12120.0,0.09
21-04-2015,26936,26880,26950,26753,10000.0,0.37
22-04-2015,26624,26853,26960,26606,13960.0,-1.16
23-04-2015,26900,26640,26917,26635,12020.0,1.04
24-04-2015,26701,26867,26959,26630,14870.0,-0.74
27-04-2015,27083,26771,27135,26707,16100.000000000002,1.43
28-04-2015,27190,27070,27212,26970,13420.0,0.4
29-04-2015,27238,27123,27274,27064,13100.0,0.18
30-04-2015,26716,27160,27279,26655,19250.0,-1.92
01-05-2015,26636,26660,26689,26490,7660.0,-0.3
04-05-2015,26868,26697,26959,26697,7660.0,0.87
05-05-2015,26880,26836,27020,26776,13690.0,0.04
06-05-2015,26911,26950,27054,26813,12850.0,0.12
07-05-2015,26934,26912,27040,26845,14550.0,0.09
08-05-2015,26889,26912,27014,26821,13430.0,-0.17
11-05-2015,26839,26913,26952,26778,13520.0,-0.19
12-05-2015,27167,26860,27241,26860,19680.0,1.22
13-05-2015,27528,27110,27568,27051,21030.0,1.33
14-05-2015,27434,27450,27595,27370,15260.0,-0.34
15-05-2015,27463,27400,27480,27246,13660.0,0.11
18-05-2015,27617,27519,27685,27505,11080.0,0.56
19-05-2015,27296,27580,27580,27258,17270.0,-1.16
20-05-2015,27284,27260,27364,27186,11650.0,-0.04
21-05-2015,27108,27278,27318,27089,12270.0,-0.65
22-05-2015,27082,27159,27297,27053,11580.0,-0.1
25-05-2015,27161,27096,27175,27082,5370.0,0.29
26-05-2015,26892,27140,27195,26862,13720.0,-0.99
27-05-2015,26877,26957,26975,26835,11150.0,-0.06
28-05-2015,26861,26860,26916,26712,11510.0,-0.06
29-05-2015,26860,26875,26925,26780,9720.0,0.0
01-06-2015,26692,26831,26984,26666,2960.0,-0.63
02-06-2015,26850,26641,26900,26641,290.0,0.59
03-06-2015,26808,26893,26900,26550,90.0,-0.16
04-06-2015,26617,26850,26850,26517,90.0,-0.71
05-06-2015,26555,26610,26798,26350,10.0,-0.23
08-06-2015,26795,26780,26840,26725,8720.0,0.9
09-06-2015,26868,26822,26926,26770,11770.0,0.27
10-06-2015,26971,26865,27072,26837,10670.0,0.38
11-06-2015,26892,26958,26970,26790,11000.0,-0.29
12-06-2015,26894,26904,26975,26840,8580.0,0.01
15-06-2015,27029,26935,27092,26738,12980.0,0.5
16-06-2015,26956,27011,27069,26869,9840.0,-0.27
17-06-2015,26880,26919,26920,26803,8590.0,-0.28
18-06-2015,27156,26939,27245,26909,14300.0,1.03
19-06-2015,27081,27138,27187,27025,8330.0,-0.28
22-06-2015,26702,27039,27039,26681,11820.0,-1.4
23-06-2015,26597,26770,26800,26583,12620.0,-0.39
24-06-2015,26533,26619,26670,26480,11540.0,-0.24
25-06-2015,26485,26570,26614,26460,9460.0,-0.18
26-06-2015,26524,26538,26589,26412,12080.0,0.15
29-06-2015,26671,26590,26868,26590,13740.0,0.55
30-06-2015,26471,26625,26635,26390,15500.0,-0.75
01-07-2015,26411,26531,26531,26391,9970.0,-0.23
02-07-2015,26195,26380,26380,26130,13720.0,-0.82
03-07-2015,26352,26244,26387,26217,8060.000000000001,0.6
06-07-2015,26328,26369,26375,26187,9860.0,-0.09
07-07-2015,26032,26276,26285,25883,16870.0,-1.12
08-07-2015,26213,26008,26248,25871,16250.0,0.7
09-07-2015,26064,26202,26242,26040,12520.0,-0.57
10-07-2015,26058,26088,26158,26017,9230.0,-0.02
13-07-2015,26024,26115,26115,25937,10870.0,-0.13
14-07-2015,25927,26025,26034,25908,10570.0,-0.37
15-07-2015,25847,25953,25970,25764,11650.0,-0.31
16-07-2015,25771,25810,25810,25710,10640.0,-0.29
17-07-2015,25498,25733,25756,25461,13160.0,-1.06
20-07-2015,25034,25475,25475,24904,19820.0,-1.82
21-07-2015,24897,24961,25030,24865,15990.0,-0.55
22-07-2015,24677,24811,24811,24572,19770.0,-0.88
23-07-2015,24734,24780,24910,24702,18900.0,0.23
24-07-2015,24731,24559,24821,24451,22510.0,-0.01
27-07-2015,24899,24830,25018,24756,22820.0,0.68
28-07-2015,24752,24799,24869,24701,16610.0,-0.59
29-07-2015,24720,24778,24835,24691,15370.0,-0.13
30-07-2015,24718,24737,24835,24565,16480.0,-0.01
31-07-2015,24813,24668,24892,24535,14770.0,0.38
03-08-2015,24761,24818,24820,24710,1200.0,-0.21
04-08-2015,24675,24610,24701,24570,130.0,-0.35
05-08-2015,24597,24535,24706,24500,90.0,-0.32
06-08-2015,24788,24675,24849,24656,11570.0,0.78
07-08-2015,24895,24767,24985,24710,20130.0,0.43
10-08-2015,25122,24885,25199,24876,16850.0,0.91
11-08-2015,25426,25150,25529,25105,19980.0,1.21
12-08-2015,26014,25600,26034,25580,21330.0,2.31
13-08-2015,25895,25882,25995,25835,14190.0,-0.46
14-08-2015,25768,25825,25938,25740,14190.0,-0.49
17-08-2015,26032,25880,26087,25880,11130.0,1.02
18-08-2015,26008,26059,26075,25855,17870.0,-0.09
19-08-2015,26196,25977,26239,25919,19270.0,0.72
20-08-2015,26849,26200,26874,26200,22960.0,2.49
21-08-2015,27239,27145,27330,26851,27820.0,1.45
24-08-2015,27448,27300,27833,27213,25870.0,0.77
25-08-2015,26740,27300,27345,26662,23950.0,-2.58
26-08-2015,26471,26712,26825,26225,27730.0,-1.01
27-08-2015,26278,26400,26449,26169,15140.0,-0.73
28-08-2015,26623,26490,26750,26381,15630.0,1.31
31-08-2015,26682,26673,26750,26523,11100.0,0.22
01-09-2015,26833,26770,27017,26753,17350.0,0.57
02-09-2015,26629,26800,26843,26609,17690.0,-0.76
03-09-2015,26394,26622,26636,26326,15240.0,-0.88
04-09-2015,26532,26422,26683,26402,17660.0,0.52
07-09-2015,26500,26580,26607,26462,6440.0,-0.12
08-09-2015,26424,26499,26518,26386,9450.0,-0.29
09-09-2015,26057,26449,26472,25984,12330.0,-1.39
10-09-2015,26163,26143,26289,26042,15260.0,0.41
11-09-2015,25967,26179,26200,25900,13420.0,-0.75
14-09-2015,26070,26123,26125,25963,10080.0,0.4
15-09-2015,25980,26068,26088,25940,12270.0,-0.35
16-09-2015,26291,25993,26350,25965,19630.0,1.2
17-09-2015,26168,26208,26248,26136,5920.0,-0.47
18-09-2015,26469,26350,26590,26313,17240.0,1.15
21-09-2015,26345,26487,26547,26290,12200.0,-0.47
22-09-2015,26238,26319,26450,26181,18390.0,-0.41
23-09-2015,26467,26229,26490,26209,13900.0,0.87
24-09-2015,26952,26520,27100,26465,20080.0,1.83
25-09-2015,26734,26825,26825,26628,10040.0,-0.81
28-09-2015,26504,26692,26725,26341,15360.0,-0.86
29-09-2015,26243,26536,26568,26211,17450.0,-0.98
30-09-2015,25856,26212,26212,25760,16239.999999999998,-1.47
01-10-2015,25773,25827,25875,25711,1480.0,-0.32
05-10-2015,26068,26173,26201,26013,300.0,1.14
06-10-2015,26621,26424,26728,26385,15990.0,2.12
07-10-2015,26555,26700,26788,26416,17490.0,-0.25
08-10-2015,26446,26501,26534,26337,14520.0,-0.41
09-10-2015,26622,26424,26696,26402,15140.0,0.67
12-10-2015,26788,26675,26938,26664,14760.0,0.62
13-10-2015,26979,26725,27026,26631,17660.0,0.71
14-10-2015,27206,27108,27290,26900,20780.0,0.84
15-10-2015,27257,27211,27368,27061,21020.0,0.19
16-10-2015,27150,27225,27225,27063,11700.0,-0.39
19-10-2015,27006,27111,27111,26922,10480.0,-0.53
20-10-2015,27112,26927,27190,26913,15880.0,0.39
21-10-2015,26955,27120,27197,26925,12480.0,-0.58
22-10-2015,26865,26963,27008,26843,7530.0,-0.33
23-10-2015,26809,26874,27095,26726,18500.0,-0.21
26-10-2015,26823,26834,26927,26770,11530.0,0.05
27-10-2015,26925,26806,26940,26780,10220.0,0.38
28-10-2015,27073,26945,27189,26932,14500.0,0.55
29-10-2015,26621,27040,27040,26605,19480.0,-1.67
30-10-2015,26499,26588,26625,26461,14050.0,-0.46
02-11-2015,26409,26480,26540,26381,9920.0,-0.34
03-11-2015,25922,26393,26432,25884,21070.0,-1.84
