Date,Price,Open,High,Low,Vol.,Change %
20-02-2014,47486,47592,47670,47151,20330.0,-0.63
21-02-2014,47467,47380,47683,47250,15410.0,-0.04
24-02-2014,47985,47310,48343,47162,24300.0,1.09
25-02-2014,47817,47850,47977,47362,21520.0,-0.35
26-02-2014,46642,47851,47942,46202,29830.0,-2.46
27-02-2014,46505,46804,46924,46289,11430.0,-0.29
28-02-2014,46362,46388,46740,46255,18170.0,-0.31
03-03-2014,47186,46362,47385,46362,2700.0,1.78
04-03-2014,46557,46992,47188,46278,660000.0,-1.33
05-03-2014,46583,46511,46999,46136,180000.0,0.06
06-03-2014,47194,46953,47360,46436,21910.0,1.31
07-03-2014,46205,47134,47424,45835,29870.0,-2.1
10-03-2014,45973,45880,46200,45570,19420.0,-0.5
11-03-2014,45897,45868,46786,45522,30750.0,-0.17
12-03-2014,46771,46050,46970,45921,27520.0,1.9
13-03-2014,46734,46829,47071,46411,24490.0,-0.08
14-03-2014,47084,46881,47877,46723,31050.0,0.75
17-03-2014,46741,46999,47071,46583,8390.0,-0.73
18-03-2014,45840,46600,46600,45555,25860.0,-1.93
19-03-2014,45673,45990,46049,45227,28940.0,-0.36
20-03-2014,44992,45729,45729,44720,28650.0,-1.49
21-03-2014,44651,44871,45330,44600,21620.0,-0.76
24-03-2014,43949,44510,44510,43900,20660.0,-1.57
25-03-2014,43508,43899,44163,43451,23240.0,-1.0
26-03-2014,43046,43528,43750,42870,22130.0,-1.06
27-03-2014,42891,43109,43136,42559,24940.0,-0.36
28-03-2014,42759,42906,43180,42411,21210.0,-0.31
31-03-2014,42805,42701,43330,42701,18480.0,0.11
01-04-2014,42588,42743,43000,42551,14760.0,-0.51
02-04-2014,43135,42550,43379,42528,20850.0,1.28
03-04-2014,43021,43091,43435,42722,21050.0,-0.26
04-04-2014,42969,43108,43440,42925,23780.0,-0.12
05-04-2014,42951,42951,42951,42951,0.0,-0.04
07-04-2014,43080,42970,43224,42770,16610.0,0.3
08-04-2014,43198,43300,43430,43165,8330.0,0.27
09-04-2014,42675,43201,43281,42301,20510.0,-1.21
10-04-2014,43486,42817,43840,42817,26800.0,1.9
11-04-2014,43177,43405,43418,43016,16190.000000000002,-0.71
14-04-2014,43229,43040,43365,42803,11550.0,0.12
15-04-2014,42289,43050,43060,41526,34280.0,-2.17
16-04-2014,42416,42259,42757,41761,24430.0,0.3
17-04-2014,42377,42336,42570,42166,17550.0,-0.09
21-04-2014,42027,42250,42250,41760,16270.0,-0.83
22-04-2014,42236,42002,42470,41943,18470.0,0.5
23-04-2014,42482,42335,42660,42335,14090.0,0.58
25-04-2014,42607,42615,42890,42381,22280.0,0.29
27-04-2014,42577,42577,42577,42577,0.0,-0.07
28-04-2014,42468,42746,42746,42301,17360.0,-0.26
29-04-2014,41962,42302,42349,41810,19110.0,-1.19
30-04-2014,41329,41889,41889,41161,25310.0,-1.51
01-05-2014,40906,41023,41270,40514,3640.0,-1.02
02-05-2014,42083,40940,42265,40900,790000.0,2.88
05-05-2014,41961,42012,42495,41835,220000.0,-0.29
06-05-2014,42571,42527,42818,42489,15820.0,1.45
07-05-2014,41928,42596,42869,41870,24590.0,-1.51
08-05-2014,41587,41900,42098,41537,18940.0,-0.81
09-05-2014,41453,41618,41895,41318,16020.0,-0.32
12-05-2014,42086,41469,42385,41393,20510.0,1.53
13-05-2014,41884,41980,42200,41750,16000.0,-0.48
14-05-2014,42348,42149,42750,42149,13310.0,1.11
15-05-2014,41717,42348,42348,41575,21160.0,-1.49
16-05-2014,40894,41625,41625,40854,18190.0,-1.97
19-05-2014,40866,41030,41445,40780,19800.0,-0.07
20-05-2014,41030,40902,41127,40715,19410.0,0.4
21-05-2014,40896,41095,41347,40818,19080.0,-0.33
22-05-2014,40976,41000,41454,40833,24360.0,0.2
23-05-2014,40797,40926,41054,40575,18720.0,-0.44
26-05-2014,41183,40861,41230,40780,10470.0,0.95
27-05-2014,40365,41160,41160,40212,25210.0,-1.99
28-05-2014,40202,40440,40590,40000,20240.0,-0.4
29-05-2014,40019,40110,40162,39604,25360.0,-0.46
30-05-2014,39586,39935,40190,39517,23230.0,-1.08
02-06-2014,39626,39657,39859,39465,18610.0,0.1
03-06-2014,39773,39633,40049,39633,18360.0,0.37
04-06-2014,39827,39899,39953,39708,13030.0,0.14
05-06-2014,40282,39830,40470,39615,22740.0,1.14
06-06-2014,39997,40113,40398,39828,18270.0,-0.71
09-06-2014,40297,39980,40370,39980,12440.0,0.75
10-06-2014,40506,40297,40583,40113,16460.0,0.52
11-06-2014,40606,40550,40840,40475,14280.0,0.25
12-06-2014,41251,40630,41298,40486,22330.0,1.59
13-06-2014,41875,41311,41900,41305,17390.0,1.51
16-06-2014,42204,41999,42497,41999,18780.0,0.79
17-06-2014,42374,42097,42448,41766,19890.0,0.4
18-06-2014,42398,42252,42570,42128,15970.0,0.06
19-06-2014,44311,42350,44539,42350,34420.0,4.51
20-06-2014,44570,44413,44840,43981,29900.0,0.58
23-06-2014,44445,44400,44629,44240,16940.0,-0.28
24-06-2014,44494,44311,44970,44216,21650.0,0.11
25-06-2014,44653,44384,44820,44114,20190.0,0.36
26-06-2014,44636,44565,44776,44173,20550.0,-0.04
27-06-2014,44529,44758,44839,44422,17290.0,-0.24
30-06-2014,44114,44470,44470,43922,14880.0,-0.93
01-07-2014,44298,44315,44768,44236,3130.0,0.42
02-07-2014,44715,44356,44900,44000,650000.0,0.94
03-07-2014,44291,44187,44599,44121,140000.0,-0.95
04-07-2014,44627,44490,44750,44302,90000.0,0.76
06-07-2014,45056,45056,45056,45056,0.0,0.96
07-07-2014,44780,44950,44950,44576,12320.0,-0.61
08-07-2014,44823,44792,45127,44661,16090.0,0.1
09-07-2014,44787,44895,45096,44735,11600.0,-0.08
10-07-2014,46242,44900,46395,44840,31730.0,3.25
11-07-2014,46068,46400,46400,45921,12100.0,-0.38
12-07-2014,46015,46015,46015,46015,0.0,-0.12
13-07-2014,46015,46015,46015,46015,0.0,0.0
14-07-2014,44912,45851,45851,44885,22790.0,-2.4
15-07-2014,44854,45098,45271,44601,19660.0,-0.13
16-07-2014,44577,44729,44787,44371,17560.0,-0.62
17-07-2014,45579,44700,45838,44642,23040.0,2.25
18-07-2014,44931,45551,45571,44761,16320.0,-1.42
20-07-2014,44895,44895,44895,44895,0.0,-0.08
21-07-2014,45174,45011,45535,44975,14570.0,0.62
22-07-2014,45097,45001,45300,44734,20020.0,-0.17
23-07-2014,44928,45100,45166,44878,11260.0,-0.37
24-07-2014,43786,44700,44950,43728,23590.0,-2.54
25-07-2014,44281,43964,44337,43875,14820.0,1.13
27-07-2014,44280,44280,44280,44280,0.0,0.0
28-07-2014,44172,44390,44534,44065,13650.0,-0.24
29-07-2014,44269,44330,44650,44140,10620.0,0.22
30-07-2014,44480,44336,44533,44076,12700.0,0.48
31-07-2014,44399,44355,44800,44272,17740.0,-0.18
01-08-2014,44427,44393,44750,44309,16710.0,0.06
04-08-2014,44121,44427,44640,44088,12280.0,-0.69
05-08-2014,43381,44005,44150,43266,19540.0,-1.68
06-08-2014,43920,43498,44183,43492,18680.0,1.24
07-08-2014,43814,43966,44125,43628,15660.0,-0.24
08-08-2014,43580,44100,44308,43472,18640.0,-0.53
10-08-2014,43570,43570,43570,43570,0.0,-0.02
11-08-2014,43847,43515,43908,43414,9870.0,0.64
12-08-2014,43712,43719,44050,43555,13630.0,-0.31
13-08-2014,43317,43719,43875,43091,18630.0,-0.9
14-08-2014,43263,43429,43500,43070,15870.0,-0.12
18-08-2014,42667,43050,43050,42507,11050.0,-1.38
19-08-2014,42240,42720,42775,42111,14990.0,-1.0
20-08-2014,42341,42350,42494,42165,12010.0,0.24
21-08-2014,42080,42288,42288,41883,14520.0,-0.62
22-08-2014,41955,42150,42340,41780,15180.0,-0.3
25-08-2014,41921,41954,42189,41812,10820.0,-0.08
26-08-2014,41985,42003,42475,41940,16730.0,0.15
27-08-2014,41933,42018,42150,41801,12840.0,-0.12
28-08-2014,42405,42050,42930,42050,22120.0,1.13
29-08-2014,42255,42282,42471,42146,7180.0,-0.35
01-09-2014,42004,42200,42288,41954,2420.0,-0.59
02-09-2014,41617,42079,42221,41515,460000.0,-0.92
03-09-2014,41793,41689,42500,41430,270000.0,0.42
04-09-2014,41485,41919,41990,41380,90000.0,-0.74
05-09-2014,41315,41650,41836,41294,40000.0,-0.41
08-09-2014,41804,42070,42376,41640,14350.0,1.18
09-09-2014,41951,41866,42099,41784,12780.0,0.35
10-09-2014,41956,42090,42274,41875,12670.0,0.01
11-09-2014,41270,41941,41975,41226,20030.0,-1.64
12-09-2014,41309,41180,41398,41011,16960.0,0.09
13-09-2014,41325,41325,41325,41325,0.0,0.04
15-09-2014,41400,41400,41575,41213,13390.0,0.18
16-09-2014,41479,41469,41774,41330,18380.0,0.19
17-09-2014,41374,41497,41530,41204,11310.0,-0.25
18-09-2014,40934,41201,41201,40600,21230.0,-1.06
19-09-2014,39626,40910,40964,39525,27330.0,-3.2
22-09-2014,39573,39348,39677,38831,27950.0,-0.13
23-09-2014,39511,39400,39894,39110,22430.0,-0.16
24-09-2014,39265,39472,39692,38964,24580.0,-0.62
25-09-2014,39230,39090,39434,38722,28790.0,-0.09
26-09-2014,39169,39350,39633,39000,20320.0,-0.16
27-09-2014,39172,39172,39172,39172,0.0,0.01
29-09-2014,39354,39100,39478,39036,15280.0,0.46
30-09-2014,38516,39337,39345,38112,38410.0,-2.13
01-10-2014,38702,38260,39083,38146,27210.0,0.48
03-10-2014,37888,38555,38555,37211,18090.0,-2.1
05-10-2014,37845,37845,37845,37845,0.0,-0.11
06-10-2014,38488,38019,38600,37941,12680.0,1.7
07-10-2014,38363,38596,39144,38130,30090.0,-0.32
08-10-2014,38217,38362,38875,38164,25880.0,-0.38
09-10-2014,38615,38350,39099,38350,30840.0,1.04
10-10-2014,38512,38413,38639,38270,19990.0,-0.27
13-10-2014,38336,38730,39039,38280,22460.0,-0.46
14-10-2014,38767,38480,39018,38480,24150.0,1.12
16-10-2014,38872,38912,39180,38610,29110.0,0.27
17-10-2014,38399,38750,38882,38362,19770.0,-1.22
20-10-2014,38533,38410,38823,38410,17240.0,0.35
21-10-2014,38767,38600,38975,38540,21790.0,0.61
22-10-2014,38209,38674,38719,38070,21430.0,-1.44
23-10-2014,38016,38133,38170,37988,5130.0,-0.51
24-10-2014,38074,38050,38399,38014,9230.0,0.15
27-10-2014,38145,38070,38210,37935,13590.0,0.19
28-10-2014,38129,38135,38467,38106,17740.0,-0.04
29-10-2014,38273,38155,38326,37968,14950.0,0.38
30-10-2014,36574,38125,38130,36310,43090.0,-4.44
31-10-2014,35797,36381,36431,35123,45950.0,-2.12
03-11-2014,35942,35565,36125,35290,23710.0,0.41
04-11-2014,35495,35789,35810,35340,13270.0,-1.24
05-11-2014,34412,35227,35227,33730,53320.0,-3.05
06-11-2014,34271,34120,34350,33901,18010.0,-0.41
07-11-2014,34796,34100,35142,33491,47820.0,1.53
10-11-2014,34745,35173,35190,34537,22570.0,-0.15
11-11-2014,34805,34455,34940,34287,26290.0,0.17
12-11-2014,34695,34758,34955,34514,21020.0,-0.32
13-11-2014,34707,34745,34990,34581,22690.0,0.03
14-11-2014,36032,34568,36266,33938,50600.0,3.82
16-11-2014,36150,36150,36150,36150,0.0,0.33
17-11-2014,35629,35981,36284,35520,30090.0,-1.44
18-11-2014,35804,35661,36380,35661,29110.0,0.49
19-11-2014,36372,35790,36660,35341,37720.0,1.59
20-11-2014,35819,35920,36150,35632,24790.0,-1.52
21-11-2014,36080,35901,36529,35703,32890.0,0.73
24-11-2014,36245,36138,36366,36000,18140.0,0.46
25-11-2014,36520,36350,36776,36350,29170.0,0.76
26-11-2014,36594,36521,36662,36432,12960.0,0.2
27-11-2014,35887,36454,36454,35705,17690.0,-1.93
28-11-2014,34527,35785,35785,34385,23870.0,-3.79
01-12-2014,36723,33146,36950,32626,6310.0,6.36
02-12-2014,36158,36200,36587,35600,1030.0,-1.54
03-12-2014,36285,36139,36535,35931,260000.0,0.35
04-12-2014,36507,36300,36657,36081,350000.0,0.61
05-12-2014,36230,36250,36400,35760,150000.0,-0.76
08-12-2014,36595,36610,36913,36537,13980.0,1.01
09-12-2014,38521,36797,38730,36711,35290.0,5.26
10-12-2014,38668,38500,39042,38162,28670.0,0.38
11-12-2014,38722,38668,38990,38330,19010.0,0.14
12-12-2014,38707,38784,38899,38460,16120.000000000002,-0.04
15-12-2014,38315,38583,38889,38198,18480.0,-1.01
16-12-2014,36727,38191,38595,36162,47990.0,-4.14
17-12-2014,36731,36762,37047,36226,22810.0,0.01
18-12-2014,36555,36899,37250,36449,22070.0,-0.48
19-12-2014,36940,36453,37030,36452,16180.0,1.05
22-12-2014,36155,36918,37150,35830,18140.0,-2.13
23-12-2014,36423,36138,36660,35924,17790.0,0.74
24-12-2014,36445,36360,36599,36319,9140.0,0.06
26-12-2014,37315,36655,37644,36655,19740.0,2.39
29-12-2014,36484,37377,37534,36431,17400.0,-2.23
30-12-2014,37352,36568,37746,36422,24640.0,2.38
31-12-2014,35990,37205,37324,35858,21330.0,-3.65
01-01-2015,36210,36148,36211,36030,2450.0,0.61
02-01-2015,36235,36498,36820,35698,27850.0,0.07
05-01-2015,37026,36627,37196,36385,25520.0,2.18
06-01-2015,37914,37166,38136,37052,25880.0,2.4
07-01-2015,37762,37550,37930,37211,21020.0,-0.4
08-01-2015,36954,37612,37613,36850,21320.0,-2.14
09-01-2015,36833,36820,37199,36530,21890.0,-0.33
12-01-2015,36971,37074,37304,36847,15530.0,0.37
13-01-2015,38158,37240,38290,37240,29690.0,3.21
14-01-2015,37930,37900,38100,37025,30060.0,-0.6
15-01-2015,37922,37601,38389,37076,37800.0,-0.02
16-01-2015,39061,38095,39380,37610,31700.0,3.0
17-01-2015,39098,39098,39098,39098,0.0,0.09
19-01-2015,39028,38967,39279,38872,16000.0,-0.18
20-01-2015,39522,38900,39786,38900,28690.0,1.27
21-01-2015,39923,39772,40580,39565,38610.0,1.01
22-01-2015,40079,39795,40438,39401,32160.0,0.39
23-01-2015,39965,39999,40260,39725,19040.0,-0.28
25-01-2015,40029,40029,40029,40029,0.0,0.16
27-01-2015,39530,39468,39790,39083,19650.0,-1.25
28-01-2015,39472,39332,39649,39307,15350.0,-0.15
29-01-2015,37286,39350,39350,37166,41500.0,-5.54
30-01-2015,38105,37380,38385,37201,26780.0,2.2
02-02-2015,38005,38118,38276,37642,18730.0,-0.26
03-02-2015,38091,37792,39000,37703,31970.0,0.23
04-02-2015,38371,38390,38840,37970,23900.0,0.74
05-02-2015,37859,38485,38649,37410,31100.0,-1.33
06-02-2015,37024,38011,38250,36731,30940.0,-2.21
09-02-2015,37798,37175,37964,37072,20610.0,2.09
10-02-2015,37599,37661,37950,37179,22060.0,-0.53
11-02-2015,37397,37656,37836,37251,18850.0,-0.54
12-02-2015,37225,37250,37781,37050,23880.0,-0.46
13-02-2015,38204,37500,38377,37333,26160.0,2.63
16-02-2015,38128,38101,38474,38034,10590.0,-0.2
17-02-2015,36374,37817,37817,36201,25390.0,-4.6
18-02-2015,36278,36513,36780,36170,24440.0,-0.26
19-02-2015,36420,36712,37135,36320,27780.0,0.39
20-02-2015,36314,36500,36760,36227,23660.0,-0.29
21-02-2015,36265,36265,36265,36265,0.0,-0.13
23-02-2015,36199,36262,36771,35791,30530.0,-0.18
24-02-2015,35974,36314,36546,35760,30170.0,-0.62
25-02-2015,36455,36200,36829,36200,22240.0,1.34
26-02-2015,36628,36650,37098,36559,21500.0,0.47
27-02-2015,36393,36627,36745,36231,18700.0,-0.64
28-02-2015,36736,36199,36779,36130,4810.0,0.94
02-03-2015,36646,37000,37180,36600,2740.0,-0.24
03-03-2015,36399,36789,36798,36198,700000.0,-0.67
04-03-2015,36378,36400,36525,36230,220000.0,-0.06
05-03-2015,36217,36550,36550,36199,80000.0,-0.44
06-03-2015,35972,36460,36460,35911,19840.0,-0.68
09-03-2015,35914,36000,36188,35838,15060.0,-0.16
10-03-2015,35697,35846,35990,35557,23510.0,-0.6
11-03-2015,35049,35725,35828,34887,26950.0,-1.82
12-03-2015,35325,35173,35539,35080,22320.0,0.79
13-03-2015,35533,35422,35636,35370,17090.0,0.59
14-03-2015,35564,35564,35564,35564,0.0,0.09
16-03-2015,35563,35571,35846,35352,19050.0,0.0
17-03-2015,35356,35425,35650,35019,23550.0,-0.58
18-03-2015,35312,35331,35468,35130,17820.0,-0.12
19-03-2015,36371,35500,36436,35500,25480.0,3.0
20-03-2015,37789,36466,37825,36239,31870.0,3.9
23-03-2015,37781,37721,37990,37333,19470.0,-0.02
24-03-2015,37991,37751,38098,37669,20020.0,0.56
25-03-2015,38158,37870,38340,37750,18350.0,0.44
26-03-2015,38613,38258,39090,38258,22740.0,1.19
27-03-2015,38395,38319,38650,37925,18980.0,-0.56
30-03-2015,37466,38200,38200,37412,18920.0,-2.42
31-03-2015,37169,37336,37671,37044,20630.0,-0.79
01-04-2015,37900,37344,38080,37030,25590.0,1.97
02-04-2015,37349,37700,37729,37107,14210.0,-1.45
06-04-2015,38163,37635,38588,37635,23540.0,2.18
07-04-2015,37687,38140,38140,37563,17490.0,-1.25
08-04-2015,36958,37718,37840,36761,21920.0,-1.93
09-04-2015,36283,36777,36777,36085,22160.0,-1.83
10-04-2015,36713,36444,37164,36317,24910.0,1.19
13-04-2015,36560,36731,36820,36423,17240.0,-0.42
14-04-2015,36325,36380,36570,35900,18280.0,-0.64
15-04-2015,36581,36282,36639,36066,18480.0,0.7
16-04-2015,36487,36618,36850,36125,21490.0,-0.26
17-04-2015,36455,36428,36890,36369,23160.0,-0.09
20-04-2015,36074,36777,36777,35950,24860.0,-1.05
21-04-2015,36157,36205,36515,36031,22130.0,0.23
22-04-2015,35791,36080,36320,35591,24130.0,-1.01
23-04-2015,36111,35830,36194,35805,20190.0,0.89
24-04-2015,35950,35972,36234,35677,21560.0,-0.45
27-04-2015,37148,36060,37323,36016,29060.0,3.33
28-04-2015,37527,37100,37600,36960,23970.0,1.02
29-04-2015,37714,37498,37790,37150,21970.0,0.5
30-04-2015,36515,37350,37730,36060,24530.0,-3.18
01-05-2015,36540,36514,36658,36077,2090.0,0.07
04-05-2015,37130,36901,37742,36763,530000.0,1.61
05-05-2015,37295,37100,37552,36970,410000.0,0.44
06-05-2015,37992,37969,38243,37742,23620.0,1.87
07-05-2015,37865,38025,38185,37640,24640.0,-0.33
08-05-2015,37935,37800,38150,37620,24020.0,0.18
11-05-2015,37668,37923,38137,37549,20700.0,-0.7
12-05-2015,38364,37764,38477,37520,27940.0,1.85
13-05-2015,39524,38280,39630,38253,37260.0,3.02
14-05-2015,39744,39280,40130,39273,32960.0,0.56
15-05-2015,39951,39591,40049,39350,24870.0,0.52
18-05-2015,40470,40050,40574,40050,23200.0,1.3
19-05-2015,39276,40326,40326,38856,37120.0,-2.95
20-05-2015,39290,39235,39550,38932,21870.0,0.04
21-05-2015,39166,39399,39455,38939,18560.0,-0.32
22-05-2015,38928,39200,39538,38773,23790.0,-0.61
25-05-2015,39140,38762,39200,38760,9120.0,0.54
26-05-2015,38510,39040,39118,38324,26370.0,-1.61
27-05-2015,38354,38583,38672,38255,16540.0,-0.41
28-05-2015,38296,38340,38450,38026,21310.0,-0.15
29-05-2015,38349,38365,38550,38217,15500.0,0.14
01-06-2015,38242,38242,39150,38030,28630.0,-0.28
02-06-2015,38447,38309,38550,38175,19870.0,0.54
03-06-2015,37948,38416,38472,37810,24540.0,-1.3
04-06-2015,37172,38000,38065,37114,26510.0,-2.04
05-06-2015,37010,37176,37280,36725,24080.0,-0.44
08-06-2015,36861,37130,37220,36769,15960.0,-0.4
09-06-2015,36863,36977,37177,36775,17140.0,0.01
10-06-2015,36733,36956,37227,36682,20910.0,-0.35
11-06-2015,36812,36786,36850,36450,22330.0,0.22
12-06-2015,36594,36732,36830,36534,14240.0,-0.59
15-06-2015,37092,36675,37371,36507,24770.0,1.36
16-06-2015,36848,36960,37125,36651,16820.0,-0.66
17-06-2015,36878,36818,37015,36652,14440.0,0.08
18-06-2015,36892,36990,37481,36842,30110.0,0.04
19-06-2015,36680,36879,36958,36250,19270.0,-0.57
22-06-2015,36736,36654,36900,36431,21900.0,0.15
23-06-2015,35938,36700,36721,35891,26960.0,-2.17
24-06-2015,36182,35994,36265,35938,18920.0,0.68
25-06-2015,36106,36311,36313,35939,12960.0,-0.21
26-06-2015,35968,36090,36190,35416,23900.0,-0.38
29-06-2015,35854,36200,36429,35803,18460.0,-0.32
30-06-2015,35536,35778,35950,35272,18790.0,-0.89
01-07-2015,35376,35864,35864,35335,2850.0,-0.45
02-07-2015,35435,35300,35625,35147,600000.0,0.17
03-07-2015,35680,35455,35725,35397,160000.0,0.69
06-07-2015,36181,36025,36320,35775,17620.0,1.4
07-07-2015,34663,36002,36075,34011,44160.0,-4.2
08-07-2015,35000,34567,35167,34100,31630.0,0.97
09-07-2015,35328,34950,35722,34711,29290.0,0.94
10-07-2015,35615,35469,35885,35342,17490.0,0.81
13-07-2015,35527,35625,35745,35241,20890.0,-0.25
14-07-2015,35172,35437,35448,35080,18690.0,-1.0
15-07-2015,34696,35189,35238,34561,23280.0,-1.35
16-07-2015,34504,34747,34790,34256,21550.0,-0.55
17-07-2015,34200,34421,34540,34121,16450.0,-0.88
20-07-2015,34145,34170,34473,33430,33730.0,-0.16
21-07-2015,34022,34057,34324,33882,19520.0,-0.36
22-07-2015,33955,33988,34225,33663,25460.0,-0.2
23-07-2015,33904,34100,34384,33855,18180.0,-0.15
24-07-2015,33702,33836,33863,33310,27520.0,-0.6
27-07-2015,33930,33783,34145,33750,20630.0,0.68
28-07-2015,33765,33760,33839,33566,16740.0,-0.49
29-07-2015,33975,33859,34250,33668,19760.0,0.62
30-07-2015,34020,33982,34185,33750,20110.0,0.13
31-07-2015,34025,33900,34450,33625,29060.0,0.01
03-08-2015,33499,33945,33974,33431,18470.0,-1.55
04-08-2015,33481,33400,33638,33328,17220.0,-0.05
05-08-2015,33479,33443,33675,33355,17060.0,-0.01
06-08-2015,33708,33457,33786,33370,18010.0,0.68
07-08-2015,34031,33666,34345,33571,31250.0,0.96
10-08-2015,35021,33957,35190,33957,29080.0,2.91
11-08-2015,35330,34999,35385,34814,29510.0,0.88
12-08-2015,36091,35301,36171,35252,31300.0,2.15
13-08-2015,36007,35860,36180,35685,21460.0,-0.23
14-08-2015,35429,35915,36290,35360,25090.0,-1.61
17-08-2015,35814,35597,35930,35520,15610.0,1.09
18-08-2015,34794,35805,35840,34551,30350.0,-2.85
19-08-2015,35527,34779,35739,34658,28220.0,2.11
20-08-2015,36310,35735,36398,35735,25990.0,2.2
21-08-2015,36200,36464,36786,35682,33980.0,-0.3
24-08-2015,35410,36050,36140,34930,40170.0,-2.18
25-08-2015,34652,35314,35441,34471,27640.0,-2.14
26-08-2015,33423,34546,34551,33151,34410.0,-3.55
27-08-2015,34056,33466,34450,33401,27240.0,1.89
28-08-2015,34378,33666,34698,33666,20700.0,0.95
31-08-2015,34581,34334,34748,34235,12420.0,0.59
01-09-2015,34511,34756,34908,34368,2860.0,-0.2
02-09-2015,34728,34387,35019,34270,560000.0,0.63
03-09-2015,34762,34685,34979,34530,170000.0,0.1
04-09-2015,34816,34900,35100,34600,70000.0,0.16
07-09-2015,35193,35470,35538,35101,9930.0,1.08
08-09-2015,35663,35176,35936,35032,23570.0,1.34
09-09-2015,35294,35800,35988,35260,20060.0,-1.03
10-09-2015,35383,35391,35841,35321,20580.0,0.25
11-09-2015,34975,35488,35535,34551,23740.0,-1.15
14-09-2015,34713,35158,35173,34630,14710.0,-0.75
15-09-2015,34625,34701,34765,34451,13910.0,-0.25
16-09-2015,35779,34648,35850,34580,27810.0,3.33
17-09-2015,35932,35612,36049,35509,14240.0,0.43
18-09-2015,36077,35990,36690,35855,28000.0,0.4
21-09-2015,36172,36000,36247,35872,14890.0,0.26
22-09-2015,35267,36033,36148,35186,25830.0,-2.5
23-09-2015,35450,35279,35630,35163,17160.0,0.52
24-09-2015,36215,35502,36384,35375,22520.0,2.16
25-09-2015,36072,35998,36287,35775,13040.0,-0.39
28-09-2015,35011,35970,36013,34815,28020.0,-2.94
29-09-2015,34955,35075,35229,34705,22830.0,-0.16
30-09-2015,34547,34858,34999,34427,29840.0,-1.17
01-10-2015,34544,34645,34877,34404,23540.0,-0.01
05-10-2015,36741,34800,36855,34800,47480.0,6.36
06-10-2015,37333,36658,37719,36622,34590.0,1.61
07-10-2015,37501,37376,37587,37043,26860.0,0.45
08-10-2015,36875,37120,37120,36150,29770.0,-1.67
09-10-2015,36833,36771,37339,36700,24460.0,-0.11
12-10-2015,36981,36890,37419,36870,21390.0,0.4
13-10-2015,37272,36834,37420,36649,22440.0,0.79
14-10-2015,37575,37419,37653,36953,25150.0,0.81
15-10-2015,37513,37566,37669,37068,22740.0,-0.17
16-10-2015,37387,37442,37535,37135,16360.0,-0.34
19-10-2015,36938,37175,37175,36727,18630.0,-1.2
20-10-2015,37042,36850,37190,36773,21310.0,0.28
21-10-2015,36794,37087,37105,36621,17080.0,-0.67
22-10-2015,36920,36825,37070,36764,10370.0,0.34
23-10-2015,36942,36956,37385,36662,25360.0,0.06
26-10-2015,37018,36922,37175,36865,14550.0,0.21
27-10-2015,37064,36900,37145,36853,14470.0,0.12
28-10-2015,37832,37127,37975,37095,24950.0,2.07
29-10-2015,36544,37810,37810,36466,36550.0,-3.4
30-10-2015,36490,36589,36589,36343,18170.0,-0.15
02-11-2015,36191,36425,36460,35951,19840.0,-0.82
03-11-2015,35799,36210,36280,35765,19980.0,-1.08
